Value,Cohort,Universe,HHType,Population,SystemPath,ProjectID,ReportRow,ReportID,Step
436,-2,2,2,0,-1,,18,607271242,"8.8-8.10"
481,-2,4,2,0,-1,,18,607271242,"8.8-8.10"
180,-1,4,1,38,-1,,23,607271242,"8.8-8.10"
210,-1,2,0,34,-1,,23,607271242,"8.8-8.10"
150,-1,4,3,17,-1,,18,607271242,"8.8-8.10"
162,-1,2,1,1141,-1,,23,607271242,"8.8-8.10"
327,-2,4,1,17,-1,,36,607271242,"8.8-8.10"
207,-1,3,1,1544,-1,,23,607271242,"8.8-8.10"
236,-2,3,1,1429,-1,,23,607271242,"8.8-8.10"
184,-1,4,0,15,2,,25,607271242,"8.8-8.10"
194,0,2,1,1335,-1,,23,607271242,"8.8-8.10"
138,-1,4,1,1540,-1,,23,607271242,"8.8-8.10"
253,-2,3,1,16,-1,,23,607271242,"8.8-8.10"
107,0,3,1,0,4,,27,607271242,"8.8-8.10"
195,-1,2,0,13,-1,,63,607271242,"8.8-8.10"
222,-1,2,1,15,-1,,36,607271242,"8.8-8.10"
25,0,2,1,13,7,,30,607271242,"8.8-8.10"
83,0,3,1,1320,-1,,23,607271242,"8.8-8.10"
190,0,3,1,14,-1,,66,607271242,"8.8-8.10"
40,0,3,2,20,-1,,23,607271242,"8.8-8.10"
309,-2,4,0,15,1,,24,607271242,"8.8-8.10"
202,-1,3,1,41,-1,,23,607271242,"8.8-8.10"
269,-2,2,1,10,-1,,21,607271242,"8.8-8.10"
210,0,2,2,15,-1,,63,607271242,"8.8-8.10"
229,-1,3,1,11,-1,,36,607271242,"8.8-8.10"
271,-2,2,0,1336,-1,,23,607271242,"8.8-8.10"
219,-1,2,1,0,-1,,23,607271242,"8.8-8.10"
289,-2,3,1,20,-1,,23,607271242,"8.8-8.10"
195,-1,4,1,44,-1,,23,607271242,"8.8-8.10"
96,-1,2,3,27,-1,,23,607271242,"8.8-8.10"
199,-1,3,0,18,-1,,23,607271242,"8.8-8.10"
75,-2,2,1,1040,-1,,23,607271242,"8.8-8.10"
129,0,2,1,15,5,,28,607271242,"8.8-8.10"
81,0,3,1,0,-1,,18,607271242,"8.8-8.10"
122,0,2,2,17,-1,,36,607271242,"8.8-8.10"
317,-2,3,2,37,-1,,23,607271242,"8.8-8.10"
346,-2,2,0,1348,-1,,23,607271242,"8.8-8.10"
141,-2,2,0,1343,-1,,23,607271242,"8.8-8.10"
431,-2,3,0,15,2,,25,607271242,"8.8-8.10"
100,0,2,1,16,4,,27,607271242,"8.8-8.10"
292,-1,2,1,1334,-1,,23,607271242,"8.8-8.10"
191,0,2,2,43,-1,,23,607271242,"8.8-8.10"
104,0,2,1,17,-1,,18,607271242,"8.8-8.10"
118,0,3,1,1537,-1,,23,607271242,"8.8-8.10"
44,0,4,0,37,-1,,23,607271242,"8.8-8.10"
147,-1,3,1,1427,-1,,23,607271242,"8.8-8.10"
159,-2,4,1,15,-1,,63,607271242,"8.8-8.10"
71,0,4,1,16,1,,24,607271242,"8.8-8.10"
62,-1,4,0,1337,-1,,23,607271242,"8.8-8.10"
279,-2,3,1,44,-1,,23,607271242,"8.8-8.10"
258,-2,4,0,13,-1,,36,607271242,"8.8-8.10"
102,0,2,1,1139,-1,,23,607271242,"8.8-8.10"
69,0,3,1,17,-1,,63,607271242,"8.8-8.10"
163,-1,3,2,1544,-1,,23,607271242,"8.8-8.10"
323,-1,2,2,41,-1,,23,607271242,"8.8-8.10"
245,-1,4,1,1423,-1,,23,607271242,"8.8-8.10"
331,-2,2,1,48,-1,,23,607271242,"8.8-8.10"
178,0,4,2,35,-1,,23,607271242,"8.8-8.10"
184,-1,4,1,16,-1,,19,607271242,"8.8-8.10"
108,0,3,1,1442,-1,,23,607271242,"8.8-8.10"
199,-2,2,1,10,-1,,18,607271242,"8.8-8.10"
99,0,4,1,1438,-1,,23,607271242,"8.8-8.10"
20,-1,3,1,1039,-1,,23,607271242,"8.8-8.10"
272,-2,3,1,1118,-1,,23,607271242,"8.8-8.10"
380,-2,2,1,14,-1,,18,607271242,"8.8-8.10"
98,0,2,1,1519,-1,,23,607271242,"8.8-8.10"
150,0,4,0,25,-1,,23,607271242,"8.8-8.10"
302,-2,2,2,1220,-1,,23,607271242,"8.8-8.10"
51,0,2,1,1338,-1,,23,607271242,"8.8-8.10"
480,-1,2,2,12,4,,27,607271242,"8.8-8.10"
178,0,4,2,41,-1,,23,607271242,"8.8-8.10"
258,-2,4,1,13,-1,,36,607271242,"8.8-8.10"
71,0,4,0,16,-1,,36,607271242,"8.8-8.10"
71,0,4,0,16,1,,24,607271242,"8.8-8.10"
147,0,2,0,16,-1,,19,607271242,"8.8-8.10"
99,0,2,0,15,-1,,23,607271242,"8.8-8.10"
81,0,3,0,0,-1,,18,607271242,"8.8-8.10"
193,-1,2,1,0,-1,,18,607271242,"8.8-8.10"
408,-2,3,2,12,-1,,23,607271242,"8.8-8.10"
395,-2,2,1,1438,-1,,23,607271242,"8.8-8.10"
202,-2,2,1,25,-1,,23,607271242,"8.8-8.10"
160,-2,2,1,16,-1,,65,607271242,"8.8-8.10"
129,0,4,1,14,5,,28,607271242,"8.8-8.10"
548,-2,2,1,14,-1,,19,607271242,"8.8-8.10"
88,-2,2,0,32,-1,,23,607271242,"8.8-8.10"
316,-2,4,1,1441,-1,,23,607271242,"8.8-8.10"
345,-1,3,1,1033,-1,,23,607271242,"8.8-8.10"
214,-2,3,1,1542,-1,,23,607271242,"8.8-8.10"
193,-1,4,2,0,-1,,63,607271242,"8.8-8.10"
219,-1,2,0,16,-1,,36,607271242,"8.8-8.10"
347,-2,3,0,0,-1,,21,607271242,"8.8-8.10"
211,-1,2,1,1424,-1,,23,607271242,"8.8-8.10"
212,-1,3,1,1419,-1,,23,607271242,"8.8-8.10"
205,-1,2,1,13,5,,28,607271242,"8.8-8.10"
315,-1,3,1,15,7,,30,607271242,"8.8-8.10"
261,-1,2,1,1037,-1,,23,607271242,"8.8-8.10"
99,0,2,1,27,-1,,23,607271242,"8.8-8.10"
194,-1,4,1,1048,-1,,23,607271242,"8.8-8.10"
67,0,2,2,12,-1,,21,607271242,"8.8-8.10"
105,0,2,1,1440,-1,,23,607271242,"8.8-8.10"
227,-1,2,0,0,-1,,23,607271242,"8.8-8.10"
172,-1,4,2,0,1,,24,607271242,"8.8-8.10"
219,-1,2,0,0,2,,25,607271242,"8.8-8.10"
361,-2,2,1,36,-1,,23,607271242,"8.8-8.10"
109,0,2,0,17,-1,,18,607271242,"8.8-8.10"
101,-1,3,1,1141,-1,,23,607271242,"8.8-8.10"
308,-2,4,0,15,-1,,21,607271242,"8.8-8.10"
79,-1,3,1,15,8,,31,607271242,"8.8-8.10"
269,-1,2,1,1345,-1,,23,607271242,"8.8-8.10"
457,-2,2,2,48,-1,,23,607271242,"8.8-8.10"
491,-2,4,2,39,-1,,23,607271242,"8.8-8.10"
370,-2,3,2,0,-1,,18,607271242,"8.8-8.10"
417,-2,2,0,17,-1,,21,607271242,"8.8-8.10"
179,-2,2,1,1119,-1,,23,607271242,"8.8-8.10"
82,-1,4,0,13,-1,,21,607271242,"8.8-8.10"
261,-2,3,1,48,-1,,23,607271242,"8.8-8.10"
200,-1,3,1,1118,-1,,23,607271242,"8.8-8.10"
128,-1,4,0,13,4,,27,607271242,"8.8-8.10"
201,-1,4,1,1420,-1,,23,607271242,"8.8-8.10"
67,0,2,2,1240,-1,,23,607271242,"8.8-8.10"
57,0,4,0,1520,-1,,23,607271242,"8.8-8.10"
116,0,2,0,0,4,,27,607271242,"8.8-8.10"
253,-2,4,0,1536,-1,,23,607271242,"8.8-8.10"
357,-1,2,2,1227,-1,,23,607271242,"8.8-8.10"
250,-1,3,1,38,-1,,23,607271242,"8.8-8.10"
65,0,3,0,36,-1,,23,607271242,"8.8-8.10"
24,0,2,1,16,6,,29,607271242,"8.8-8.10"
477,-1,3,0,1526,-1,,23,607271242,"8.8-8.10"
40,0,3,2,48,-1,,23,607271242,"8.8-8.10"
618,-2,2,0,15,2,,25,607271242,"8.8-8.10"
201,-1,3,1,18,-1,,23,607271242,"8.8-8.10"
144,0,4,0,39,-1,,23,607271242,"8.8-8.10"
265,-2,3,1,1440,-1,,23,607271242,"8.8-8.10"
66,0,4,1,15,-1,,36,607271242,"8.8-8.10"
235,-1,2,0,0,-1,,65,607271242,"8.8-8.10"
106,0,2,1,17,-1,,36,607271242,"8.8-8.10"
346,-2,3,2,40,-1,,23,607271242,"8.8-8.10"
150,0,4,1,1339,-1,,23,607271242,"8.8-8.10"
336,-2,3,2,15,-1,,36,607271242,"8.8-8.10"
100,0,2,0,13,-1,,23,607271242,"8.8-8.10"
178,-1,3,2,41,-1,,23,607271242,"8.8-8.10"
480,-1,2,2,1220,-1,,23,607271242,"8.8-8.10"
308,-1,2,1,1343,-1,,23,607271242,"8.8-8.10"
79,-1,3,1,0,-1,,22,607271242,"8.8-8.10"
357,-2,3,2,20,-1,,23,607271242,"8.8-8.10"
258,-1,2,0,1320,-1,,23,607271242,"8.8-8.10"
83,0,3,0,1320,-1,,23,607271242,"8.8-8.10"
155,-1,2,1,11,-1,,36,607271242,"8.8-8.10"
187,-1,4,1,0,1,,24,607271242,"8.8-8.10"
283,-2,3,0,13,-1,,36,607271242,"8.8-8.10"
160,-2,2,0,16,-1,,65,607271242,"8.8-8.10"
99,0,2,1,1537,-1,,23,607271242,"8.8-8.10"
95,0,2,1,11,-1,,36,607271242,"8.8-8.10"
271,0,2,0,16,2,,25,607271242,"8.8-8.10"
319,-2,4,1,0,-1,,18,607271242,"8.8-8.10"
407,-2,2,0,43,-1,,23,607271242,"8.8-8.10"
178,-1,4,0,13,-1,,36,607271242,"8.8-8.10"
150,0,4,1,25,-1,,23,607271242,"8.8-8.10"
275,-2,3,0,38,-1,,23,607271242,"8.8-8.10"
328,-2,3,1,15,5,,28,607271242,"8.8-8.10"
25,0,2,0,13,7,,30,607271242,"8.8-8.10"
159,0,2,1,1034,-1,,23,607271242,"8.8-8.10"
231,-1,2,1,1044,-1,,23,607271242,"8.8-8.10"
40,0,3,2,34,-1,,23,607271242,"8.8-8.10"
198,0,4,1,17,-1,,63,607271242,"8.8-8.10"
159,-1,3,0,1344,-1,,23,607271242,"8.8-8.10"
258,-1,2,1,1320,-1,,23,607271242,"8.8-8.10"
104,0,2,0,41,-1,,23,607271242,"8.8-8.10"
112,0,2,1,42,-1,,23,607271242,"8.8-8.10"
226,-2,3,1,16,-1,,20,607271242,"8.8-8.10"
362,-2,2,0,0,-1,,21,607271242,"8.8-8.10"
118,0,4,0,19,-1,,23,607271242,"8.8-8.10"
230,-1,2,0,1548,-1,,23,607271242,"8.8-8.10"
108,-1,3,1,0,3,,26,607271242,"8.8-8.10"
283,-2,3,1,13,-1,,36,607271242,"8.8-8.10"
150,0,4,1,1325,-1,,23,607271242,"8.8-8.10"
106,0,4,1,14,-1,,64,607271242,"8.8-8.10"
112,-2,3,0,1343,-1,,23,607271242,"8.8-8.10"
68,0,4,1,1427,-1,,23,607271242,"8.8-8.10"
397,-2,2,1,13,4,,27,607271242,"8.8-8.10"
216,-1,4,0,13,-1,,63,607271242,"8.8-8.10"
103,-1,4,1,1043,-1,,23,607271242,"8.8-8.10"
407,-1,4,0,15,8,,31,607271242,"8.8-8.10"
126,-2,3,1,1040,-1,,23,607271242,"8.8-8.10"
201,-1,2,0,0,-1,,18,607271242,"8.8-8.10"
209,-1,3,2,0,1,,24,607271242,"8.8-8.10"
23,-1,4,2,16,-1,,18,607271242,"8.8-8.10"
569,-2,4,2,15,4,,27,607271242,"8.8-8.10"
65,0,3,1,36,-1,,23,607271242,"8.8-8.10"
207,-1,2,2,38,-1,,23,607271242,"8.8-8.10"
380,-2,3,1,1528,-1,,23,607271242,"8.8-8.10"
133,0,3,1,1519,-1,,23,607271242,"8.8-8.10"
52,0,3,1,13,-1,,19,607271242,"8.8-8.10"
387,-2,2,1,1444,-1,,23,607271242,"8.8-8.10"
226,-2,3,0,16,-1,,20,607271242,"8.8-8.10"
198,0,4,0,17,-1,,63,607271242,"8.8-8.10"
407,-1,4,1,16,8,,31,607271242,"8.8-8.10"
394,-2,2,1,1434,-1,,23,607271242,"8.8-8.10"
67,-1,4,1,1341,-1,,23,607271242,"8.8-8.10"
302,-2,2,2,12,-1,,36,607271242,"8.8-8.10"
229,-1,2,0,15,-1,,21,607271242,"8.8-8.10"
271,0,2,0,13,2,,25,607271242,"8.8-8.10"
388,-2,3,2,48,-1,,23,607271242,"8.8-8.10"
122,0,2,2,17,-1,,23,607271242,"8.8-8.10"
17,0,4,1,1038,-1,,23,607271242,"8.8-8.10"
81,0,2,1,16,1,,24,607271242,"8.8-8.10"
131,0,3,1,1015,-1,,23,607271242,"8.8-8.10"
376,-2,3,1,1341,-1,,23,607271242,"8.8-8.10"
402,-2,2,0,1539,-1,,23,607271242,"8.8-8.10"
133,0,3,0,1519,-1,,23,607271242,"8.8-8.10"
121,-1,2,1,11,1,,24,607271242,"8.8-8.10"
114,0,2,0,17,-1,,21,607271242,"8.8-8.10"
195,-1,3,1,15,-1,,23,607271242,"8.8-8.10"
61,0,3,0,13,-1,,23,607271242,"8.8-8.10"
152,0,2,1,10,1,,24,607271242,"8.8-8.10"
214,-1,4,1,19,-1,,23,607271242,"8.8-8.10"
294,-1,2,1,13,-1,,23,607271242,"8.8-8.10"
524,-2,3,3,34,-1,,23,607271242,"8.8-8.10"
73,-1,4,1,1335,-1,,23,607271242,"8.8-8.10"
36,-2,2,1,1338,-1,,23,607271242,"8.8-8.10"
75,0,3,0,38,-1,,23,607271242,"8.8-8.10"
173,-1,4,0,17,-1,,21,607271242,"8.8-8.10"
380,-2,2,0,13,7,,30,607271242,"8.8-8.10"
478,-2,2,1,17,4,,27,607271242,"8.8-8.10"
400,-2,2,0,34,-1,,23,607271242,"8.8-8.10"
273,-2,3,0,18,-1,,23,607271242,"8.8-8.10"
334,-2,4,1,1541,-1,,23,607271242,"8.8-8.10"
266,-2,3,1,1545,-1,,23,607271242,"8.8-8.10"
79,-1,3,0,16,-1,,22,607271242,"8.8-8.10"
378,-2,2,1,14,1,,24,607271242,"8.8-8.10"
149,-1,3,2,27,-1,,23,607271242,"8.8-8.10"
302,-2,2,2,1240,-1,,23,607271242,"8.8-8.10"
353,-2,3,0,1535,-1,,23,607271242,"8.8-8.10"
15,0,3,0,16,-1,,19,607271242,"8.8-8.10"
188,-1,3,0,15,-1,,63,607271242,"8.8-8.10"
274,-1,2,0,1325,-1,,23,607271242,"8.8-8.10"
109,0,3,1,1148,-1,,23,607271242,"8.8-8.10"
123,-1,2,1,1144,-1,,23,607271242,"8.8-8.10"
407,-1,4,0,16,8,,31,607271242,"8.8-8.10"
404,-2,3,0,17,-1,,21,607271242,"8.8-8.10"
67,0,4,1,11,-1,,36,607271242,"8.8-8.10"
92,0,3,1,11,1,,24,607271242,"8.8-8.10"
195,-1,2,0,15,4,,27,607271242,"8.8-8.10"
184,-1,4,1,15,2,,25,607271242,"8.8-8.10"
315,-1,3,1,1343,-1,,23,607271242,"8.8-8.10"
183,-1,3,1,1019,-1,,23,607271242,"8.8-8.10"
294,-2,3,1,1018,-1,,23,607271242,"8.8-8.10"
190,0,3,1,0,-1,,66,607271242,"8.8-8.10"
208,-1,3,0,42,-1,,23,607271242,"8.8-8.10"
268,-2,3,1,0,-1,,18,607271242,"8.8-8.10"
239,-2,3,0,43,-1,,23,607271242,"8.8-8.10"
67,0,3,0,27,-1,,23,607271242,"8.8-8.10"
94,0,3,1,24,-1,,23,607271242,"8.8-8.10"
100,0,3,1,1034,-1,,23,607271242,"8.8-8.10"
221,-1,4,1,1448,-1,,23,607271242,"8.8-8.10"
552,-2,2,1,1327,-1,,23,607271242,"8.8-8.10"
502,-2,3,1,1327,-1,,23,607271242,"8.8-8.10"
390,-2,4,1,16,5,,28,607271242,"8.8-8.10"
311,-2,2,0,1544,-1,,23,607271242,"8.8-8.10"
405,-1,4,1,0,3,,26,607271242,"8.8-8.10"
179,-1,3,2,1241,-1,,23,607271242,"8.8-8.10"
279,-1,4,0,1535,-1,,23,607271242,"8.8-8.10"
213,-2,4,1,10,-1,,36,607271242,"8.8-8.10"
318,-2,3,1,1044,-1,,23,607271242,"8.8-8.10"
273,-2,4,0,1525,-1,,23,607271242,"8.8-8.10"
235,-1,2,1,0,-1,,65,607271242,"8.8-8.10"
203,-1,4,1,24,-1,,23,607271242,"8.8-8.10"
170,0,4,2,44,-1,,23,607271242,"8.8-8.10"
74,-1,4,1,1437,-1,,23,607271242,"8.8-8.10"
262,-1,2,1,1543,-1,,23,607271242,"8.8-8.10"
79,0,3,1,15,-1,,36,607271242,"8.8-8.10"
230,-2,2,1,17,5,,28,607271242,"8.8-8.10"
265,-1,2,2,13,-1,,23,607271242,"8.8-8.10"
337,-2,3,2,34,-1,,23,607271242,"8.8-8.10"
25,0,2,0,16,7,,30,607271242,"8.8-8.10"
99,-1,2,3,17,2,,25,607271242,"8.8-8.10"
57,0,4,1,1520,-1,,23,607271242,"8.8-8.10"
388,-2,2,1,13,-1,,36,607271242,"8.8-8.10"
194,-1,3,0,15,-1,,23,607271242,"8.8-8.10"
477,-1,3,2,38,-1,,23,607271242,"8.8-8.10"
133,0,2,1,36,-1,,23,607271242,"8.8-8.10"
24,0,2,1,13,6,,29,607271242,"8.8-8.10"
230,-1,2,0,20,-1,,23,607271242,"8.8-8.10"
405,-1,4,0,0,3,,26,607271242,"8.8-8.10"
79,0,4,1,1441,-1,,23,607271242,"8.8-8.10"
341,-1,2,1,32,-1,,23,607271242,"8.8-8.10"
336,-2,2,0,41,-1,,23,607271242,"8.8-8.10"
290,-1,2,2,0,1,,24,607271242,"8.8-8.10"
78,0,4,0,17,-1,,18,607271242,"8.8-8.10"
124,0,2,0,1348,-1,,23,607271242,"8.8-8.10"
67,0,3,1,1534,-1,,23,607271242,"8.8-8.10"
150,0,4,0,1339,-1,,23,607271242,"8.8-8.10"
97,0,2,1,1539,-1,,23,607271242,"8.8-8.10"
408,-2,3,2,12,-1,,36,607271242,"8.8-8.10"
195,-1,2,1,15,4,,27,607271242,"8.8-8.10"
71,0,3,0,13,2,,25,607271242,"8.8-8.10"
36,0,3,0,1343,-1,,23,607271242,"8.8-8.10"
163,-1,4,1,1545,-1,,23,607271242,"8.8-8.10"
327,-2,2,1,16,-1,,23,607271242,"8.8-8.10"
289,-2,3,0,0,-1,,101,607271242,"8.11"
519,-2,3,0,13,-1,,101,607271242,"8.11"
269,-2,3,0,15,-1,,101,607271242,"8.11"
269,-2,3,0,16,-1,,101,607271242,"8.11"
323,-2,3,0,17,-1,,101,607271242,"8.11"
292,-2,3,1,0,-1,,101,607271242,"8.11"
316,-2,3,1,10,-1,,101,607271242,"8.11"
519,-2,3,1,13,-1,,101,607271242,"8.11"
273,-2,3,1,14,-1,,101,607271242,"8.11"
269,-2,3,1,15,-1,,101,607271242,"8.11"
269,-2,3,1,16,-1,,101,607271242,"8.11"
323,-2,3,1,17,-1,,101,607271242,"8.11"
248,-2,3,2,0,-1,,101,607271242,"8.11"
286,-1,3,0,0,-1,,101,607271242,"8.11"
258,-1,3,0,13,-1,,101,607271242,"8.11"
242,-1,3,0,15,-1,,101,607271242,"8.11"
242,-1,3,0,16,-1,,101,607271242,"8.11"
296,-1,3,0,17,-1,,101,607271242,"8.11"
290,-1,3,1,0,-1,,101,607271242,"8.11"
261,-1,3,1,10,-1,,101,607271242,"8.11"
258,-1,3,1,13,-1,,101,607271242,"8.11"
295,-1,3,1,14,-1,,101,607271242,"8.11"
242,-1,3,1,15,-1,,101,607271242,"8.11"
242,-1,3,1,16,-1,,101,607271242,"8.11"
305,-1,3,1,17,-1,,101,607271242,"8.11"
239,-1,3,3,0,-1,,101,607271242,"8.11"
239,-1,3,3,17,-1,,101,607271242,"8.11"
94,0,3,0,0,-1,,101,607271242,"8.11"
36,0,3,0,13,-1,,101,607271242,"8.11"
143,0,3,0,15,-1,,101,607271242,"8.11"
143,0,3,0,16,-1,,101,607271242,"8.11"
81,0,3,0,17,-1,,101,607271242,"8.11"
94,0,3,1,0,-1,,101,607271242,"8.11"
36,0,3,1,13,-1,,101,607271242,"8.11"
98,0,3,1,14,-1,,101,607271242,"8.11"
143,0,3,1,15,-1,,101,607271242,"8.11"
143,0,3,1,16,-1,,101,607271242,"8.11"
81,0,3,1,17,-1,,101,607271242,"8.11"
245,-2,3,0,0,-1,,102,607271242,"8.11"
248,-2,3,0,13,-1,,102,607271242,"8.11"
194,-2,3,0,15,-1,,102,607271242,"8.11"
194,-2,3,0,16,-1,,102,607271242,"8.11"
267,-2,3,0,17,-1,,102,607271242,"8.11"
245,-2,3,1,0,-1,,102,607271242,"8.11"
89,-2,3,1,11,-1,,102,607271242,"8.11"
248,-2,3,1,13,-1,,102,607271242,"8.11"
251,-2,3,1,14,-1,,102,607271242,"8.11"
194,-2,3,1,15,-1,,102,607271242,"8.11"
194,-2,3,1,16,-1,,102,607271242,"8.11"
267,-2,3,1,17,-1,,102,607271242,"8.11"
162,-1,3,0,0,-1,,102,607271242,"8.11"
166,-1,3,0,13,-1,,102,607271242,"8.11"
158,-1,3,0,15,-1,,102,607271242,"8.11"
158,-1,3,0,16,-1,,102,607271242,"8.11"
184,-1,3,0,17,-1,,102,607271242,"8.11"
162,-1,3,1,0,-1,,102,607271242,"8.11"
392,-1,3,1,10,-1,,102,607271242,"8.11"
166,-1,3,1,13,-1,,102,607271242,"8.11"
153,-1,3,1,14,-1,,102,607271242,"8.11"
158,-1,3,1,15,-1,,102,607271242,"8.11"
158,-1,3,1,16,-1,,102,607271242,"8.11"
184,-1,3,1,17,-1,,102,607271242,"8.11"
63,0,3,0,0,-1,,102,607271242,"8.11"
42,0,3,0,13,-1,,102,607271242,"8.11"
73,0,3,0,15,-1,,102,607271242,"8.11"
73,0,3,0,16,-1,,102,607271242,"8.11"
31,0,3,0,17,-1,,102,607271242,"8.11"
63,0,3,1,0,-1,,102,607271242,"8.11"
42,0,3,1,13,-1,,102,607271242,"8.11"
70,0,3,1,14,-1,,102,607271242,"8.11"
73,0,3,1,15,-1,,102,607271242,"8.11"
73,0,3,1,16,-1,,102,607271242,"8.11"
31,0,3,1,17,-1,,102,607271242,"8.11"
379,-2,3,0,0,-1,,103,607271242,"8.11"
379,-2,3,0,17,-1,,103,607271242,"8.11"
379,-2,3,1,0,-1,,103,607271242,"8.11"
379,-2,3,1,14,-1,,103,607271242,"8.11"
379,-2,3,1,17,-1,,103,607271242,"8.11"
96,-2,3,0,0,-1,,104,607271242,"8.11"
96,-2,3,0,17,-1,,104,607271242,"8.11"
96,-2,3,1,0,-1,,104,607271242,"8.11"
96,-2,3,1,10,-1,,104,607271242,"8.11"
96,-2,3,1,17,-1,,104,607271242,"8.11"
120,-1,3,0,0,-1,,104,607271242,"8.11"
78,-1,3,0,15,-1,,104,607271242,"8.11"
78,-1,3,0,16,-1,,104,607271242,"8.11"
134,-1,3,0,17,-1,,104,607271242,"8.11"
120,-1,3,1,0,-1,,104,607271242,"8.11"
120,-1,3,1,14,-1,,104,607271242,"8.11"
78,-1,3,1,15,-1,,104,607271242,"8.11"
78,-1,3,1,16,-1,,104,607271242,"8.11"
134,-1,3,1,17,-1,,104,607271242,"8.11"
73,0,3,0,0,-1,,104,607271242,"8.11"
67,0,3,0,15,-1,,104,607271242,"8.11"
67,0,3,0,16,-1,,104,607271242,"8.11"
85,0,3,0,17,-1,,104,607271242,"8.11"
73,0,3,1,0,-1,,104,607271242,"8.11"
73,0,3,1,14,-1,,104,607271242,"8.11"
67,0,3,1,15,-1,,104,607271242,"8.11"
67,0,3,1,16,-1,,104,607271242,"8.11"
85,0,3,1,17,-1,,104,607271242,"8.11"
148,-2,3,0,0,-1,,105,607271242,"8.11"
94,-2,3,0,13,-1,,105,607271242,"8.11"
382,-2,3,0,15,-1,,105,607271242,"8.11"
382,-2,3,0,16,-1,,105,607271242,"8.11"
70,-2,3,0,17,-1,,105,607271242,"8.11"
148,-2,3,1,0,-1,,105,607271242,"8.11"
94,-2,3,1,13,-1,,105,607271242,"8.11"
166,-2,3,1,14,-1,,105,607271242,"8.11"
382,-2,3,1,15,-1,,105,607271242,"8.11"
382,-2,3,1,16,-1,,105,607271242,"8.11"
70,-2,3,1,17,-1,,105,607271242,"8.11"
160,-1,3,0,0,-1,,105,607271242,"8.11"
254,-1,3,0,15,-1,,105,607271242,"8.11"
254,-1,3,0,16,-1,,105,607271242,"8.11"
134,-1,3,0,17,-1,,105,607271242,"8.11"
160,-1,3,1,0,-1,,105,607271242,"8.11"
160,-1,3,1,14,-1,,105,607271242,"8.11"
254,-1,3,1,15,-1,,105,607271242,"8.11"
254,-1,3,1,16,-1,,105,607271242,"8.11"
134,-1,3,1,17,-1,,105,607271242,"8.11"
137,0,3,0,0,-1,,105,607271242,"8.11"
137,0,3,0,17,-1,,105,607271242,"8.11"
137,0,3,1,0,-1,,105,607271242,"8.11"
137,0,3,1,14,-1,,105,607271242,"8.11"
137,0,3,1,17,-1,,105,607271242,"8.11"
476,-2,3,0,0,-1,,106,607271242,"8.11"
542,-2,3,0,13,-1,,106,607271242,"8.11"
635,-2,3,0,15,-1,,106,607271242,"8.11"
635,-2,3,0,16,-1,,106,607271242,"8.11"
397,-2,3,0,17,-1,,106,607271242,"8.11"
476,-2,3,1,0,-1,,106,607271242,"8.11"
542,-2,3,1,13,-1,,106,607271242,"8.11"
443,-2,3,1,14,-1,,106,607271242,"8.11"
635,-2,3,1,15,-1,,106,607271242,"8.11"
635,-2,3,1,16,-1,,106,607271242,"8.11"
397,-2,3,1,17,-1,,106,607271242,"8.11"
164,-1,3,0,0,-1,,106,607271242,"8.11"
142,-1,3,0,13,-1,,106,607271242,"8.11"
204,-1,3,0,15,-1,,106,607271242,"8.11"
204,-1,3,0,16,-1,,106,607271242,"8.11"
165,-1,3,0,17,-1,,106,607271242,"8.11"
164,-1,3,1,0,-1,,106,607271242,"8.11"
317,-1,3,1,11,-1,,106,607271242,"8.11"
142,-1,3,1,13,-1,,106,607271242,"8.11"
142,-1,3,1,14,-1,,106,607271242,"8.11"
204,-1,3,1,15,-1,,106,607271242,"8.11"
204,-1,3,1,16,-1,,106,607271242,"8.11"
165,-1,3,1,17,-1,,106,607271242,"8.11"
88,0,3,0,0,-1,,106,607271242,"8.11"
54,0,3,0,13,-1,,106,607271242,"8.11"
133,0,3,0,15,-1,,106,607271242,"8.11"
133,0,3,0,16,-1,,106,607271242,"8.11"
85,0,3,0,17,-1,,106,607271242,"8.11"
88,0,3,1,0,-1,,106,607271242,"8.11"
131,0,3,1,10,-1,,106,607271242,"8.11"
76,0,3,1,11,-1,,106,607271242,"8.11"
54,0,3,1,13,-1,,106,607271242,"8.11"
96,0,3,1,14,-1,,106,607271242,"8.11"
133,0,3,1,15,-1,,106,607271242,"8.11"
133,0,3,1,16,-1,,106,607271242,"8.11"
85,0,3,1,17,-1,,106,607271242,"8.11"
203,-2,3,0,0,-1,,107,607271242,"8.11"
112,-2,3,0,13,-1,,107,607271242,"8.11"
354,-2,3,0,15,-1,,107,607271242,"8.11"
354,-2,3,0,16,-1,,107,607271242,"8.11"
110,-2,3,0,17,-1,,107,607271242,"8.11"
203,-2,3,1,0,-1,,107,607271242,"8.11"
112,-2,3,1,13,-1,,107,607271242,"8.11"
218,-2,3,1,14,-1,,107,607271242,"8.11"
354,-2,3,1,15,-1,,107,607271242,"8.11"
354,-2,3,1,16,-1,,107,607271242,"8.11"
110,-2,3,1,17,-1,,107,607271242,"8.11"
178,-1,3,0,0,-1,,107,607271242,"8.11"
64,-1,3,0,16,-1,,107,607271242,"8.11"
185,-1,3,0,17,-1,,107,607271242,"8.11"
178,-1,3,1,0,-1,,107,607271242,"8.11"
