RowTotal,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHType,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID
1,-2,1,5,423,-1,1,0,0,0,1,5,24,0,0,4,608011156
1,-2,1,5,423,-1,1,0,0,0,2,3,25,0,0,4,608011156
1,-2,1,5,423,-1,1,0,0,1,0,5,25,0,0,-1,608011156
1,-2,1,5,423,-1,1,0,0,1,0,5,25,0,0,4,608011156
1,-2,1,5,423,-1,1,0,1,1,0,5,24,0,0,4,608011156
1,-2,1,5,423,-1,1,0,1,1,0,5,55,0,0,4,608011156
1,-2,1,5,423,-1,1,0,1,1,0,16,25,0,0,4,608011156
1,-2,1,5,423,-1,1,0,1,1,2,1,25,0,0,4,608011156
2,-2,1,5,423,-1,1,0,1,1,2,5,25,0,0,4,608011156
1,-2,1,5,423,-1,1,0,4,0,0,16,25,0,0,4,608011156
1,-2,1,5,423,-1,1,0,6,1,2,237,25,0,0,4,608011156
1,-2,1,5,423,-1,1,1,1,1,0,5,55,0,0,4,608011156
1,-2,1,5,423,-1,2,0,0,1,2,5,25,1,1,4,608011156
1,-2,1,5,423,-1,2,0,4,0,2,257,18,1,0,4,608011156
1,-2,1,5,423,-1,2,1,0,1,2,5,25,1,0,4,608011156
1,-2,1,5,423,365,1,0,1,1,2,7,55,0,0,4,608011156
1,-2,1,5,423,547,1,0,0,0,0,5,25,0,0,4,608011156
1,-2,1,5,423,730,1,0,0,1,2,5,55,0,0,4,608011156
1,-2,1,5,431,-1,1,0,1,1,0,347,18,0,0,4,608011156
1,-2,1,5,431,-1,1,0,6,1,2,5,25,0,0,4,608011156
1,-2,1,5,431,-1,1,1,0,0,0,3,55,0,0,4,608011156
1,-2,1,5,431,-1,2,0,0,0,1,3,24,1,0,4,608011156
1,-2,1,5,431,-1,2,0,0,1,2,5,25,1,0,4,608011156
1,-2,1,5,431,-1,2,0,1,1,0,125,25,1,1,4,608011156
1,-2,1,5,431,365,1,0,1,1,0,5,25,0,0,4,608011156
1,-2,1,5,433,-1,1,0,1,1,0,5,25,0,0,4,608011156
1,-2,1,5,433,-1,1,1,2,1,0,5,25,0,0,4,608011156
1,-2,1,5,433,-1,2,0,0,0,1,257,25,1,1,4,608011156
1,-2,1,5,433,-1,2,0,0,0,3,5,25,1,1,4,608011156
1,-2,1,5,434,-1,1,0,0,1,0,56,55,0,0,4,608011156
1,-2,1,5,434,-1,1,0,0,1,1,5,25,0,0,4,608011156
1,-2,1,5,434,-1,1,0,4,0,0,36,25,0,0,4,608011156
1,-2,1,5,434,-1,1,0,4,0,2,5,25,0,0,4,608011156
1,-2,1,5,434,-1,1,0,6,1,2,15,55,0,0,4,608011156
1,-2,1,5,434,-1,1,1,9,1,0,457,55,0,0,4,608011156
1,-2,1,5,434,180,1,1,1,1,0,5,55,0,0,4,608011156
1,-2,1,5,434,365,1,0,0,0,0,5,25,0,0,4,608011156
1,-2,1,5,440,-1,1,0,0,1,1,3,25,0,0,-1,608011156
1,-2,1,6,24,-1,1,0,0,1,0,167,25,0,0,-1,608011156
1,-2,1,6,24,-1,1,1,0,1,0,5,55,0,0,-1,608011156
1,-2,1,6,207,-1,1,1,0,1,0,3,55,0,0,-1,608011156
1,-2,1,6,225,-1,1,1,0,0,0,5,55,0,0,-1,608011156
1,-2,1,6,410,-1,1,1,0,0,0,5,25,0,0,-1,608011156
1,-2,1,6,410,-1,1,1,0,1,0,5,25,0,0,-1,608011156
1,-2,1,6,420,-1,1,1,0,1,0,5,25,0,0,-1,608011156
1,-2,1,6,423,-1,1,1,0,1,0,27,55,0,0,-1,608011156
1,-2,1,6,433,-1,1,1,0,1,0,3,25,0,0,-1,608011156
1,-2,1,7,99,-1,1,0,0,0,1,3,25,0,0,4,608011156
1,-2,1,7,99,-1,1,0,0,1,0,5,25,0,0,4,608011156
1,-2,1,7,99,-1,1,0,0,1,2,456,25,0,0,4,608011156
1,-2,1,7,99,-1,1,0,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,99,-1,1,1,9,1,0,5,55,0,0,4,608011156
1,-2,1,7,99,-1,2,0,0,0,0,5,18,1,0,4,608011156
1,-2,1,7,99,-1,2,1,1,1,1,5,25,1,0,4,608011156
1,-2,1,7,99,-1,2,1,6,1,0,5,25,1,0,4,608011156
1,-2,1,7,99,-1,2,1,9,1,0,5,25,0,1,4,608011156
1,-2,1,7,99,60,1,1,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,99,180,1,1,1,1,0,5,55,0,0,4,608011156
1,-2,1,7,99,365,1,0,1,1,0,3,25,0,0,4,608011156
1,-2,1,7,99,730,1,1,0,1,0,5,55,0,0,4,608011156
1,-2,1,7,99,730,2,0,0,0,2,36,25,1,0,4,608011156
1,-2,1,7,101,-1,1,0,0,0,0,5,25,0,0,4,608011156
1,-2,1,7,101,-1,1,0,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,101,-1,1,0,1,1,0,5,55,0,0,4,608011156
1,-2,1,7,101,-1,1,0,4,0,0,5,55,0,0,4,608011156
1,-2,1,7,101,365,2,0,4,0,0,5,25,1,0,4,608011156
1,-2,1,7,116,-1,1,1,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,116,90,1,0,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,116,365,1,0,4,0,2,5,25,0,0,4,608011156
1,-2,1,7,116,547,1,0,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,116,547,1,1,1,1,0,5,55,0,0,4,608011156
1,-2,1,7,204,-1,1,1,9,1,1,357,25,0,0,4,608011156
1,-2,1,7,207,-1,1,0,0,0,1,3,25,0,0,4,608011156
1,-2,1,7,207,-1,1,0,1,1,0,3,25,0,0,4,608011156
1,-2,1,7,207,-1,1,0,4,0,2,5,25,0,0,4,608011156
1,-2,1,7,207,180,1,1,1,1,0,246,55,0,0,4,608011156
1,-2,1,7,312,-1,1,0,0,0,0,267,25,0,0,4,608011156
1,-2,1,7,313,-1,1,0,4,0,1,5,25,0,0,4,608011156
1,-2,1,7,314,-1,1,0,0,1,0,5,25,0,0,4,608011156
1,-2,1,7,314,-1,1,0,4,0,0,246,25,0,0,4,608011156
1,-2,1,7,410,-1,2,0,0,1,2,3,25,1,0,4,608011156
1,-2,1,7,410,180,1,1,1,1,0,5,25,0,0,4,608011156
1,-2,1,7,410,547,1,0,0,1,2,5,25,0,0,4,608011156
1,-2,1,7,411,-1,1,0,1,1,0,234,25,0,0,4,608011156
1,-2,1,7,420,-1,1,1,0,1,0,156,55,0,0,4,608011156
1,-2,1,7,422,-1,1,0,0,1,0,5,25,0,0,4,608011156
1,-2,1,7,423,60,1,0,0,1,1,35,25,0,0,5,608011156
1,-2,1,8,410,-1,1,0,1,1,0,5,25,0,0,8,608011156
1,-2,1,8,420,-1,1,1,0,1,0,5,55,0,0,8,608011156
1,-2,1,9,410,-1,1,0,0,0,0,5,25,0,0,12,608011156
1,-2,1,9,410,-1,2,0,4,0,2,3,25,1,1,12,608011156
1,-2,1,9,411,-1,2,0,0,0,1,56,25,1,0,12,608011156
1,-2,1,9,420,-1,2,0,0,0,0,5,25,1,0,12,608011156
1,-2,1,9,431,-1,1,0,0,0,0,5,25,0,0,12,608011156
1,-2,1,9,431,730,1,0,9,1,1,47,25,0,0,12,608011156
1,-2,1,9,433,-1,1,0,0,0,1,246,25,0,0,12,608011156
1,-2,1,9,434,-1,2,0,0,0,1,15,25,1,1,12,608011156
1,-2,1,9,434,-1,2,0,0,0,1,56,25,1,1,12,608011156
1,-2,2,2,99,-1,1,0,4,0,0,157,25,0,0,1,608011156
1,-2,2,2,101,60,1,0,0,0,0,3,55,0,0,1,608011156
1,-2,2,2,101,547,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,2,2,431,-1,1,0,1,1,0,136,55,0,0,1,608011156
1,-2,2,3,422,-1,3,0,0,0,0,3,-1,0,0,2,608011156
1,-2,3,2,99,30,1,1,0,1,0,3,25,0,0,1,608011156
1,-2,3,2,99,730,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,3,2,207,-1,1,0,0,1,0,3,24,0,0,1,608011156
1,-2,3,2,313,90,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,3,2,313,180,1,0,1,1,0,127,25,0,0,1,608011156
1,-2,3,2,313,180,1,1,1,1,0,15,55,0,0,1,608011156
1,-2,3,2,410,365,1,0,1,1,0,5,55,0,0,1,608011156
1,-2,3,2,420,365,1,0,0,0,2,56,18,0,0,1,608011156
1,-2,3,2,422,-1,1,0,0,0,2,567,25,0,0,1,608011156
1,-2,3,2,423,547,1,0,0,0,1,3,25,0,0,1,608011156
1,-2,3,5,410,-1,1,0,0,1,0,3,25,0,0,4,608011156
1,-2,3,5,410,-1,1,0,0,1,0,5,25,0,0,4,608011156
1,-2,3,5,410,-1,1,1,0,1,0,5,25,0,0,4,608011156
1,-2,3,5,410,730,1,0,0,1,0,5,25,0,0,4,608011156
1,-2,3,5,422,-1,1,0,0,1,2,256,25,0,0,4,608011156
1,-2,3,5,422,-1,1,0,9,1,0,15,25,0,0,5,608011156
1,-2,3,7,423,547,1,0,1,1,0,256,25,0,0,4,608011156
1,-2,4,2,99,-1,1,0,6,1,0,5,25,0,0,1,608011156
1,-2,4,2,99,180,1,0,0,0,0,5,25,0,0,1,608011156
1,-2,4,2,99,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,4,2,99,730,1,1,4,0,0,5,25,0,0,1,608011156
1,-2,4,2,116,180,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,4,2,116,180,1,0,1,1,0,27,25,0,0,1,608011156
1,-2,4,2,312,180,1,0,1,1,1,5,18,0,0,1,608011156
1,-2,4,2,312,547,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,4,2,313,90,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,4,2,313,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,4,2,314,30,1,0,0,1,0,5,55,0,0,1,608011156
1,-2,4,3,101,-1,3,0,1,1,0,5,-1,0,0,2,608011156
1,-2,4,3,302,-1,1,1,0,1,3,5,55,0,0,2,608011156
1,-2,4,5,410,-1,1,1,1,1,0,5,25,0,0,4,608011156
1,-2,4,5,410,730,1,1,6,1,2,5,25,0,0,4,608011156
1,-2,5,2,99,-1,1,0,4,0,1,15,25,0,0,1,608011156
1,-2,5,2,99,30,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,5,2,99,30,1,0,0,1,0,56,18,0,0,1,608011156
1,-2,5,2,99,60,1,0,1,1,0,3,55,0,0,1,608011156
1,-2,5,2,99,60,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,99,60,1,0,1,1,0,24,55,0,0,1,608011156
1,-2,5,2,99,90,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,5,2,99,90,1,1,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,99,180,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,5,2,99,180,1,0,1,1,0,13,25,0,0,1,608011156
1,-2,5,2,99,180,1,0,1,1,0,356,25,0,0,1,608011156
1,-2,5,2,99,180,1,0,9,1,0,56,25,0,0,1,608011156
1,-2,5,2,99,365,1,0,0,0,2,5,18,0,0,1,608011156
1,-2,5,2,99,365,1,0,1,1,0,5,18,0,0,1,608011156
1,-2,5,2,99,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,99,365,1,0,4,0,0,2,25,0,0,1,608011156
1,-2,5,2,99,547,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,5,2,99,547,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,5,2,99,547,1,1,1,1,0,5,55,0,0,1,608011156
1,-2,5,2,99,730,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,5,2,99,730,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,5,2,99,730,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,101,30,1,0,4,0,0,3,25,0,0,1,608011156
2,-2,5,2,101,60,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,101,60,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,5,2,101,90,1,0,1,1,0,56,25,0,0,1,608011156
1,-2,5,2,101,365,1,0,0,1,0,247,25,0,0,1,608011156
1,-2,5,2,101,365,1,0,1,1,0,146,25,0,0,1,608011156
1,-2,5,2,101,547,1,0,1,1,0,5,18,0,0,1,608011156
1,-2,5,2,116,30,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,5,2,116,60,1,0,1,1,0,3,25,0,0,1,608011156
1,-2,5,2,116,60,1,1,1,1,0,5,55,0,0,1,608011156
1,-2,5,2,116,90,1,0,1,1,0,5,24,0,0,1,608011156
1,-2,5,2,116,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,116,365,1,0,4,0,0,5,55,0,0,1,608011156
1,-2,5,2,116,547,1,0,1,1,0,36,55,0,0,1,608011156
1,-2,5,2,116,730,1,0,1,1,0,56,25,0,0,1,608011156
1,-2,5,2,116,730,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,5,2,207,730,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,5,2,312,-1,1,0,0,0,0,3,24,0,0,1,608011156
1,-2,5,2,312,30,1,0,1,1,2,5,25,0,0,5,608011156
1,-2,5,2,312,60,1,0,0,0,1,3,25,0,0,1,608011156
1,-2,5,2,312,90,1,0,4,0,0,1,25,0,0,1,608011156
1,-2,5,2,312,180,1,0,1,1,0,3,25,0,0,1,608011156
1,-2,5,2,312,180,1,0,1,1,0,35,55,0,0,5,608011156
1,-2,5,2,312,180,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,5,2,312,365,1,0,1,1,0,3,25,0,0,1,608011156
1,-2,5,2,312,547,1,0,1,1,0,5,55,0,0,1,608011156
1,-2,5,2,312,547,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,5,2,312,547,1,0,6,1,0,3,25,0,0,1,608011156
1,-2,5,2,312,547,2,0,0,0,0,3,18,1,0,1,608011156
1,-2,5,2,313,30,1,0,0,0,2,5,25,0,0,1,608011156
1,-2,5,2,313,30,1,0,1,1,1,5,25,0,0,1,608011156
2,-2,5,2,313,60,1,0,1,1,0,5,55,0,0,1,608011156
1,-2,5,2,313,180,1,0,0,1,0,3,25,0,0,1,608011156
1,-2,5,2,313,180,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,313,180,1,0,4,0,2,5,25,0,0,1,608011156
1,-2,5,2,313,365,1,0,0,1,2,5,25,0,0,1,608011156
1,-2,5,2,313,365,1,0,1,1,0,15,25,0,0,1,608011156
1,-2,5,2,313,365,1,0,1,1,2,1,55,0,0,1,608011156
1,-2,5,2,313,730,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,313,730,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,5,2,313,730,1,0,4,0,0,357,25,0,0,1,608011156
1,-2,5,2,410,-1,1,0,0,0,0,3,25,0,0,1,608011156
1,-2,5,2,410,365,1,0,0,0,0,5,55,0,0,1,608011156
1,-2,5,2,410,365,1,0,0,0,2,3,25,0,0,1,608011156
1,-2,5,2,410,730,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,5,2,410,730,1,0,0,1,2,7,25,0,0,1,608011156
1,-2,5,2,410,730,1,0,4,0,0,3,25,0,0,1,608011156
1,-2,5,2,420,730,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,5,2,422,60,1,0,1,1,0,3,24,0,0,1,608011156
2,-2,5,2,423,365,1,0,1,1,0,5,25,0,0,1,608011156
1,-2,5,2,423,365,1,0,1,1,0,35,25,0,0,1,608011156
1,-2,5,2,431,60,1,0,1,1,2,56,55,0,0,1,608011156
1,-2,5,3,410,730,1,1,5,1,1,3,25,0,0,2,608011156
1,-2,5,3,419,-1,1,1,9,1,0,5,55,0,0,3,608011156
1,-2,5,3,419,730,1,1,1,1,0,56,55,0,0,3,608011156
1,-2,5,5,99,547,1,0,1,1,0,5,25,0,0,5,608011156
1,-2,5,5,99,547,1,1,0,0,0,5,25,0,0,5,608011156
1,-2,5,5,410,-1,1,1,9,1,0,5,55,0,0,7,608011156
1,-2,5,5,410,-1,1,1,9,1,1,5,55,0,0,7,608011156
1,-2,5,5,410,-1,2,0,0,1,2,135,24,1,0,5,608011156
1,-2,5,5,410,60,1,0,0,1,0,3,24,0,0,5,608011156
1,-2,5,5,410,180,1,0,1,1,0,3,25,0,0,5,608011156
1,-2,5,5,410,180,1,0,9,1,0,3,25,0,0,5,608011156
1,-2,5,5,410,365,1,0,9,1,0,1,25,0,0,4,608011156
1,-2,5,5,410,365,1,1,0,1,2,345,55,0,0,7,608011156
1,-2,5,5,410,365,1,1,6,1,2,56,25,0,0,6,608011156
1,-2,5,5,410,547,1,0,1,1,0,5,25,0,0,5,608011156
1,-2,5,5,410,547,1,1,0,0,0,5,25,0,0,7,608011156
1,-2,5,5,410,730,1,0,0,1,0,3,25,0,0,5,608011156
1,-2,5,5,410,730,1,0,1,1,0,3,24,0,0,5,608011156
1,-2,5,5,410,730,1,0,1,1,0,3,25,0,0,5,608011156
1,-2,5,5,410,730,1,0,1,1,0,5,25,0,0,5,608011156
1,-2,5,5,410,730,1,1,0,0,0,3,25,0,0,6,608011156
1,-2,5,5,410,730,1,1,9,1,2,5,25,0,0,7,608011156
1,-2,5,5,419,-1,1,1,1,1,0,3,55,0,0,5,608011156
1,-2,5,5,419,-1,1,1,9,1,0,5,55,0,0,7,608011156
1,-2,5,5,419,547,1,1,1,1,2,5,55,0,0,7,608011156
1,-2,5,5,422,180,2,0,0,0,2,3,25,1,0,5,608011156
1,-2,5,5,422,365,1,1,9,1,1,5,25,0,0,5,608011156
1,-2,5,5,423,180,1,0,1,1,0,137,25,0,0,5,608011156
1,-2,5,7,99,365,1,1,1,1,0,157,55,0,0,4,608011156
1,-2,5,7,101,547,1,0,1,1,0,12,25,0,0,5,608011156
1,-2,5,7,116,30,1,0,1,1,0,5,55,0,0,4,608011156
1,-2,5,7,116,365,1,0,0,1,2,5,55,0,0,5,608011156
1,-2,5,7,205,180,1,1,0,1,0,5,25,0,0,7,608011156
1,-2,5,7,206,730,1,0,1,1,0,126,55,0,0,5,608011156
1,-2,5,7,207,365,1,0,0,1,0,5,25,0,0,5,608011156
1,-2,5,7,313,180,1,0,4,0,0,2,25,0,0,5,608011156
1,-2,5,7,410,365,1,1,0,1,0,5,25,0,0,7,608011156
1,-2,5,9,410,180,1,0,1,1,2,5,25,0,0,1,608011156
1,-2,5,9,410,547,1,0,0,1,0,5,25,0,0,1,608011156
1,-2,5,9,423,365,1,0,4,0,0,5,25,0,0,1,608011156
1,-2,5,9,431,547,1,0,0,0,1,5,55,0,0,1,608011156
1,-1,1,2,24,-1,1,0,0,0,0,3,25,0,0,1,608011156
2,-1,1,2,98,-1,1,0,0,0,0,3,18,0,0,1,608011156
3,-1,1,2,98,-1,1,0,0,0,0,3,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,5,18,0,0,1,608011156
6,-1,1,2,98,-1,1,0,0,0,0,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,6,55,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,24,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,27,18,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,27,55,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,245,18,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,0,257,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,1,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,1,36,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,2,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,2,56,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,0,2,126,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,0,3,24,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,0,3,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,0,5,25,0,0,1,608011156
3,-1,1,2,98,-1,1,0,0,1,0,5,55,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,0,17,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,0,56,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,1,3,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,1,7,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,2,1,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,0,1,2,4,25,0,0,1,608011156
4,-1,1,2,98,-1,1,0,0,1,2,5,25,0,0,1,608011156
3,-1,1,2,98,-1,1,0,1,1,0,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,1,1,2,3,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,4,0,0,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,0,4,0,0,5,55,0,0,1,608011156
2,-1,1,2,98,-1,1,0,4,0,2,5,18,0,0,1,608011156
1,-1,1,2,98,-1,1,0,9,0,0,5,18,0,0,1,608011156
1,-1,1,2,98,-1,1,0,9,1,0,3,18,0,0,1,608011156
1,-1,1,2,98,-1,1,0,9,1,0,5,18,0,0,1,608011156
1,-1,1,2,98,-1,1,0,9,1,0,5,55,0,0,1,608011156
1,-1,1,2,98,-1,1,0,9,1,1,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,1,0,0,2,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,1,0,1,0,5,25,0,0,1,608011156
1,-1,1,2,98,-1,1,1,0,1,0,134,25,0,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,0,3,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,0,35,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,0,37,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,0,156,18,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,2,1,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,2,5,24,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,2,5,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,0,2,5,25,1,1,1,608011156
1,-1,1,2,98,-1,2,0,0,0,2,98,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,1,1,3,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,1,1,5,25,1,0,1,608011156
1,-1,1,2,98,-1,2,0,0,1,2,12,25,1,0,1,608011156
1,-1,1,2,98,-1,3,0,0,0,2,56,-1,1,0,1,608011156
1,-1,1,2,98,30,1,0,0,0,0,5,25,0,0,1,608011156
1,-1,1,2,98,30,2,0,0,1,2,56,25,1,1,1,608011156
1,-1,1,2,98,60,1,0,0,0,2,25,25,0,0,1,608011156
1,-1,1,2,98,60,3,0,0,0,0,35,-1,0,0,1,608011156
1,-1,1,2,98,90,1,1,0,1,0,3,55,0,0,1,608011156
1,-1,1,2,98,180,1,0,0,0,0,5,18,0,0,1,608011156
1,-1,1,2,98,180,1,0,0,0,2,5,25,0,0,1,608011156
1,-1,1,2,98,180,1,0,0,1,2,26,25,0,0,1,608011156
1,-1,1,2,98,180,1,0,1,1,1,5,25,0,0,1,608011156
1,-1,1,2,98,180,1,0,4,0,0,5,55,0,0,1,608011156
1,-1,1,2,98,180,1,0,4,0,0,7,25,0,0,1,608011156
1,-1,1,2,98,180,1,1,1,1,2,5,24,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,0,0,1,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,0,0,3,24,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,0,0,3,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,0,0,5,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,0,0,157,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,0,2,5,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,1,0,5,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,0,1,1,5,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,1,1,1,5,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,1,1,2,3,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,1,1,2,5,25,0,0,1,608011156
1,-1,1,2,98,365,1,0,9,1,0,2,25,0,0,1,608011156
1,-1,1,2,98,365,1,1,0,1,0,3,55,0,0,1,608011156
1,-1,1,2,98,547,1,0,0,0,0,1,25,0,0,1,608011156
1,-1,1,2,98,547,1,0,0,0,0,5,55,0,0,1,608011156
1,-1,1,2,98,547,1,0,0,1,0,3,25,0,0,1,608011156
1,-1,1,2,98,547,1,0,0,1,0,56,25,0,0,1,608011156
1,-1,1,2,98,547,1,0,0,1,2,5,25,0,0,1,608011156
1,-1,1,2,98,547,2,0,0,0,0,56,24,1,0,1,608011156
3,-1,1,2,99,-1,1,0,0,0,0,3,18,0,0,1,608011156
4,-1,1,2,99,-1,1,0,0,0,0,3,24,0,0,1,608011156
11,-1,1,2,99,-1,1,0,0,0,0,3,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,3,55,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,5,18,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,5,24,0,0,1,608011156
15,-1,1,2,99,-1,1,0,0,0,0,5,25,0,0,1,608011156
3,-1,1,2,99,-1,1,0,0,0,0,5,55,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,13,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,17,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,35,18,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,35,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,36,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,45,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,98,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,135,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,146,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,234,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,0,256,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,1,3,18,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,1,3,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,1,3,55,0,0,1,608011156
2,-1,1,2,99,-1,1,0,0,0,1,5,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,1,5,55,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,1,98,18,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,2,5,24,0,0,1,608011156
2,-1,1,2,99,-1,1,0,0,0,2,5,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,2,5,55,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,2,16,55,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,0,3,3,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,1,0,1,25,0,0,1,608011156
1,-1,1,2,99,-1,1,0,0,1,0,1,55,0,0,1,608011156
3,-1,1,2,99,-1,1,0,0,1,0,3,18,0,0,1,608011156
7,-1,1,2,99,-1,1,0,0,1,0,3,25,0,0,1,608011156
4,-1,1,2,99,-1,1,0,0,1,0,3,55,0,0,1,608011156
