ExitID,EnrollmentID,PersonalID,ExitDate,Destination,DestinationSubsidyType,OtherDestination,HousingAssessment,SubsidyInformation,ProjectCompletionStatus,EarlyExitReason,ExchangeForSex,ExchangeForSexPastThreeMonths,CountOfExchangeForSex,AskedOrForcedToExchangeForSex,AskedOrForcedToExchangeForSexPastThreeMonths,WorkplaceViolenceThreats,WorkplacePromiseDifference,CoercedToContinueWork,LaborExploitPastThreeMonths,CounselingReceived,IndividualCounseling,FamilyCounseling,GroupCounseling,SessionCountAtExit,PostExitCounselingPlan,SessionsInPlan,DestinationSafeClient,DestinationSafeWorker,PosAdultConnections,PosPeerConnections,PosCommunityConnections,AftercareDate,AftercareProvided,EmailSocialMedia,Telephone,InPersonIndividual,InPersonGroup,CMExitReason,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"NBN10519278","NBN10519278","C11043",2025-05-28,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-16 00:00:00,2025-05-16 17:56:34,"NBN105U",,"LSAv8TestJul271308"
"NBN10519286","NBN10519286","C32136",2025-05-04,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-04 00:00:00,2025-05-04 22:34:55,"NBN105U",,"LSAv8TestJul271308"
"NBN10519287","NBN10519287","C18015",2025-05-05,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05 00:00:00,2025-08-28 02:37:44,"NBN105U",,"LSAv8TestJul271308"
"NBN10519303","NBN10519303","C31926",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-28 22:28:08,"NBN105U",,"LSAv8TestJul271308"
"NBN10519304","NBN10519304","C28872",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-28 22:28:08,"NBN105U",,"LSAv8TestJul271308"
"NBN10519305","NBN10519305","C28875",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-28 22:28:08,"NBN105U",,"LSAv8TestJul271308"
"NBN10519306","NBN10519306","C28878",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-28 22:28:08,"NBN105U",,"LSAv8TestJul271308"
"NBN10519307","NBN10519307","C28869",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-28 22:28:09,"NBN105U",,"LSAv8TestJul271308"
"NBN10519311","NBN10519311","C32145",2025-05-03,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-21 00:00:00,2025-04-21 12:42:55,"NBN105U",,"LSAv8TestJul271308"
"NBN10519312","NBN10519312","C32172",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-28 22:28:08,"NBN105U",,"LSAv8TestJul271308"
"NBN10519314","NBN10519314","C12648",2025-05-09,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-27 00:00:00,2025-04-27 22:34:07,"NBN105U",,"LSAv8TestJul271308"
"NBN10519316","NBN10519316","C22590",2025-05-07,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-25 00:00:00,2025-04-25 22:12:58,"NBN105U",,"LSAv8TestJul271308"
"NBN10519332","NBN10519332","C12651",2025-05-19,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07 00:00:00,2025-05-08 08:58:00,"NBN105U",,"LSAv8TestJul271308"
"NBN10519334","NBN10519334","C29130",2025-05-04,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-22 00:00:00,2025-04-22 22:51:00,"NBN105U",,"LSAv8TestJul271308"
"NBN10519337","NBN10519337","C28764",2025-04-27,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-27 00:00:00,2025-04-27 22:32:03,"NBN105U",,"LSAv8TestJul271308"
"NBN10519339","NBN10519339","C31332",2025-05-09,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-27 00:00:00,2025-04-27 20:27:24,"NBN105U",,"LSAv8TestJul271308"
"NBN10519340","NBN10519340","C26580",2025-05-24,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-24 00:00:00,2025-05-24 19:41:14,"NBN105U",,"LSAv8TestJul271308"
"NBN10519344","NBN10519344","C19185",2025-06-18,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-06 00:00:00,2025-06-06 20:55:27,"NBN105U",,"LSAv8TestJul271308"
"NBN10519364","NBN10519364","C28533",2025-05-10,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-10 00:00:00,2025-05-10 23:03:44,"NBN105U",,"LSAv8TestJul271308"
"NBN10519378","NBN10519378","C32274",2025-04-29,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-29 00:00:00,2025-04-29 22:06:00,"NBN105U",,"LSAv8TestJul271308"
"NBN10519379","NBN10519379","C14478",2025-05-06,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-06 00:00:00,2025-05-06 07:57:05,"NBN105U",,"LSAv8TestJul271308"
"NBN10519384","NBN10519384","C26208",2025-05-10,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-04-29 10:42:43,"NBN105U",,"LSAv8TestJul271308"
"NBN10519385","NBN10519385","C25833",2025-06-18,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-06 00:00:00,2025-06-06 21:01:09,"NBN105U",,"LSAv8TestJul271308"
"NBN10519386","NBN10519386","C22710",2025-05-06,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-28 00:00:00,2025-05-11 13:53:07,"NBN105U",,"LSAv8TestJul271308"
"NBN10519387","NBN10519387","C31965",2025-05-14,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-02 00:00:00,2025-05-04 11:07:06,"NBN105U",,"LSAv8TestJul271308"
"NBN10519388","NBN10519388","C18810",2025-06-30,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18 00:00:00,2025-06-21 17:37:57,"NBN105U",,"LSAv8TestJul271308"
"NBN10519389","NBN10519389","C30033",2025-06-30,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18 00:00:00,2025-06-21 17:37:57,"NBN105U",,"LSAv8TestJul271308"
"NBN10519390","NBN10519390","C18813",2025-06-30,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18 00:00:00,2025-06-21 17:37:57,"NBN105U",,"LSAv8TestJul271308"
"NBN10519391","NBN10519391","C18816",2025-06-30,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18 00:00:00,2025-06-21 17:37:57,"NBN105U",,"LSAv8TestJul271308"
"NBN10519420","NBN10519420","C31923",2025-06-09,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-05 00:00:00,2025-06-05 20:54:04,"NBN105U",,"LSAv8TestJul271308"
"NBN10519421","NBN10519421","C32313",2025-08-22,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-10 00:00:00,2025-08-12 01:28:33,"NBN105U",,"LSAv8TestJul271308"
"NBN10519422","NBN10519422","C28764",2025-05-09,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-09 00:00:00,2025-05-10 07:31:50,"NBN105U",,"LSAv8TestJul271308"
"NBN10519424","NBN10519424","C28746",2025-05-21,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-21 00:00:00,2025-05-22 13:02:18,"NBN105U",,"LSAv8TestJul271308"
"NBN10519425","NBN10519425","C30330",2025-05-12,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-30 00:00:00,2025-05-03 09:56:22,"NBN105U",,"LSAv8TestJul271308"
"NBN10519427","NBN10519427","C32208",2025-05-01,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-01 00:00:00,2025-05-02 12:40:27,"NBN105U",,"LSAv8TestJul271308"
"NBN10519428","NBN10519428","C32274",2025-05-03,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-03 00:00:00,2025-05-03 22:56:36,"NBN105U",,"LSAv8TestJul271308"
"NBN10519430","NBN10519430","C32334",2025-05-05,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05 00:00:00,2025-05-05 22:55:08,"NBN105U",,"LSAv8TestJul271308"
"NBN10519431","NBN10519431","C32340",2025-07-17,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-17 00:00:00,2025-07-18 08:59:26,"NBN105U",,"LSAv8TestJul271308"
"NBN10519432","NBN10519432","C32349",2025-07-17,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-17 00:00:00,2025-07-18 08:59:26,"NBN105U",,"LSAv8TestJul271308"
"NBN10519433","NBN10519433","C24417",2025-07-17,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-17 00:00:00,2025-07-18 08:59:26,"NBN105U",,"LSAv8TestJul271308"
"NBN10519434","NBN10519434","C32343",2025-07-17,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-17 00:00:00,2025-07-18 08:59:26,"NBN105U",,"LSAv8TestJul271308"
"NBN10519435","NBN10519435","C32346",2025-07-17,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-17 00:00:00,2025-07-18 08:59:26,"NBN105U",,"LSAv8TestJul271308"
"NBN10519436","NBN10519436","C13938",2025-07-03,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21 00:00:00,2025-06-21 17:35:41,"NBN105U",,"LSAv8TestJul271308"
"NBN10519438","NBN10519438","C32355",2025-06-02,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-21 00:00:00,2025-05-22 13:01:02,"NBN105U",,"LSAv8TestJul271308"
"NBN10519461","NBN10519461","C32403",2025-05-05,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05 00:00:00,2025-05-05 22:47:12,"NBN105U",,"LSAv8TestJul271308"
"NBN10519468","NBN10519468","C31290",2025-05-13,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05 00:00:00,2025-05-05 22:53:25,"NBN105U",,"LSAv8TestJul271308"
"NBN10519470","NBN10519470","C32208",2025-05-05,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05 00:00:00,2025-05-05 22:55:46,"NBN105U",,"LSAv8TestJul271308"
"NBN10519476","NBN10519476","C28914",2025-06-15,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-03 00:00:00,2025-06-03 22:23:46,"NBN105U",,"LSAv8TestJul271308"
"NBN10519485","NBN10519485","C32274",2025-05-24,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-24 00:00:00,2025-05-24 22:59:35,"NBN105U",,"LSAv8TestJul271308"
"NBN10519486","NBN10519486","C19191",2025-05-05,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-05 00:00:00,2025-05-05 22:50:40,"NBN105U",,"LSAv8TestJul271308"
"NBN10519497","NBN10519497","C32208",2025-05-07,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07 00:00:00,2025-05-08 08:43:41,"NBN105U",,"LSAv8TestJul271308"
"NBN10519498","NBN10519498","C32403",2025-05-20,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-08 00:00:00,2025-05-08 09:06:09,"NBN105U",,"LSAv8TestJul271308"
"NBN10519499","NBN10519499","C32136",2025-05-19,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19 00:00:00,2025-05-19 22:56:48,"NBN105U",,"LSAv8TestJul271308"
"NBN10519500","NBN10519500","C14478",2025-05-09,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-09 00:00:00,2025-05-10 07:37:13,"NBN105U",,"LSAv8TestJul271308"
"NBN10519501","NBN10519501","C19191",2025-05-07,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-07 00:00:00,2025-05-07 12:16:53,"NBN105U",,"LSAv8TestJul271308"
"NBN10519502","NBN10519502","C32334",2025-06-07,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-26 00:00:00,2025-05-28 10:23:53,"NBN105U",,"LSAv8TestJul271308"
"NBN10519508","NBN10519508","C32445",2025-05-23,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-11 00:00:00,2025-05-15 19:04:10,"NBN105U",,"LSAv8TestJul271308"
"NBN10519517","NBN10519517","C19191",2025-05-22,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-10 00:00:00,2025-05-10 23:04:48,"NBN105U",,"LSAv8TestJul271308"
"NBN10519521","NBN10519521","C32049",2025-06-14,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-02 00:00:00,2025-06-02 22:45:40,"NBN105U",,"LSAv8TestJul271308"
"NBN10519525","NBN10519525","C18015",2025-05-10,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-10 00:00:00,2025-05-10 23:08:03,"NBN105U",,"LSAv8TestJul271308"
"NBN10519547","NBN10519547","C14478",2025-06-12,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 00:00:00,2025-06-02 22:54:25,"NBN105U",,"LSAv8TestJul271308"
"NBN10519551","NBN10519551","C18621",2025-06-06,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-06 00:00:00,2025-06-06 20:52:30,"NBN105U",,"LSAv8TestJul271308"
"NBN10519552","NBN10519552","C22710",2025-05-23,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-11 00:00:00,2025-05-11 19:50:36,"NBN105U",,"LSAv8TestJul271308"
"NBN10519553","NBN10519553","C28317",2025-05-23,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-11 00:00:00,2025-05-11 10:18:32,"NBN105U",,"LSAv8TestJul271308"
"NBN10519558","NBN10519558","C28764",2025-06-24,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-24 00:00:00,2025-06-24 23:10:07,"NBN105U",,"LSAv8TestJul271308"
"NBN10519566","NBN10519566","C28533",2025-05-21,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13 00:00:00,2025-05-13 23:01:52,"NBN105U",,"LSAv8TestJul271308"
"NBN10519575","NBN10519575","C31740",2025-05-13,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13 00:00:00,2025-05-13 23:00:40,"NBN105U",,"LSAv8TestJul271308"
"NBN10519576","NBN10519576","C18015",2025-05-15,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-15 00:00:00,2025-05-15 19:07:01,"NBN105U",,"LSAv8TestJul271308"
"NBN10519577","NBN10519577","C21684",2025-05-25,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13 00:00:00,2025-07-14 12:31:51,"NBN105U",,"LSAv8TestJul271308"
"NBN10519578","NBN10519578","C32208",2025-05-25,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-13 00:00:00,2025-05-13 23:05:14,"NBN105U",,"LSAv8TestJul271308"
"NBN10519584","NBN10519584","C32598",2025-06-24,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-12 00:00:00,2025-06-12 17:48:43,"NBN105U",,"LSAv8TestJul271308"
"NBN10519585","NBN10519585","C32532",2025-06-24,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-12 00:00:00,2025-06-12 17:48:43,"NBN105U",,"LSAv8TestJul271308"
"NBN10519608","NBN10519608","C32565",2025-07-04,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-22 00:00:00,2025-06-28 15:56:43,"NBN105U",,"LSAv8TestJul271308"
"NBN10519616","NBN10519616","C16860",2025-06-01,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 00:00:00,2025-05-20 22:12:55,"NBN105U",,"LSAv8TestJul271308"
"NBN10519633","NBN10519633","C32529",2025-05-20,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-16 00:00:00,2025-05-23 12:19:55,"NBN105U",,"LSAv8TestJul271308"
"NBN10519642","NBN10519642","C13356",2025-05-23,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19 00:00:00,2025-05-25 14:04:21,"NBN105U",,"LSAv8TestJul271308"
"NBN10519643","NBN10519643","C32679",2025-05-29,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-29 00:00:00,2025-11-15 10:29:30,"NBN105U",,"LSAv8TestJul271308"
"NBN10519646","NBN10519646","C30222",2025-05-29,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-17 00:00:00,2025-05-22 16:35:13,"NBN105U",,"LSAv8TestJul271308"
"NBN10519665","NBN10519665","C32040",2025-06-06,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-02 00:00:00,2025-06-02 10:27:58,"NBN105U",,"LSAv8TestJul271308"
"NBN10519666","NBN10519666","C32046",2025-05-29,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-29 00:00:00,2025-11-15 10:29:30,"NBN105U",,"LSAv8TestJul271308"
"NBN10519667","NBN10519667","C32043",2025-06-14,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-02 00:00:00,2025-06-02 10:27:58,"NBN105U",,"LSAv8TestJul271308"
"NBN10519668","NBN10519668","C31290",2025-05-23,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19 00:00:00,2025-05-19 22:52:04,"NBN105U",,"LSAv8TestJul271308"
"NBN10519669","NBN10519669","C18015",2025-05-27,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-19 00:00:00,2025-05-19 22:54:55,"NBN105U",,"LSAv8TestJul271308"
"NBN10519670","NBN10519670","C32703",2025-05-20,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-20 00:00:00,2025-05-22 17:08:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519705","NBN10519705","C18345",2025-07-01,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-19 00:00:00,2025-08-09 11:42:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519706","NBN10519706","C19005",2025-07-01,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-19 00:00:00,2025-08-09 11:42:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519707","NBN10519707","C18348",2025-07-01,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-19 00:00:00,2025-08-09 11:42:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519713","NBN10519713","C25311",2025-06-02,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-21 00:00:00,2025-05-22 13:03:20,"NBN105U",,"LSAv8TestJul271308"
"NBN10519718","NBN10519718","C32703",2025-07-09,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-27 00:00:00,2025-06-28 15:55:37,"NBN105U",,"LSAv8TestJul271308"
"NBN10519723","NBN10519723","C32529",2025-06-26,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-14 00:00:00,2025-06-17 20:10:20,"NBN105U",,"LSAv8TestJul271308"
"NBN10519724","NBN10519724","C32136",2025-05-28,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-28 00:00:00,2025-05-28 10:24:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519725","NBN10519725","C28533",2025-06-23,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-11 00:00:00,2025-08-11 12:41:21,"NBN105U",,"LSAv8TestJul271308"
"NBN10519732","NBN10519732","C28746",2025-05-22,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-29 00:00:00,2025-08-29 16:10:05,"NBN105U",,"LSAv8TestJul271308"
"NBN10519735","NBN10519735","C32013",2025-05-28,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-28 00:00:00,2025-05-30 19:14:49,"NBN105U",,"LSAv8TestJul271308"
"NBN10519758","NBN10519758","C32892",2025-05-31,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-31 00:00:00,2025-05-31 22:20:41,"NBN105U",,"LSAv8TestJul271308"
"NBN10519764","NBN10519764","C32274",2025-06-01,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-01 00:00:00,2025-06-01 22:48:31,"NBN105U",,"LSAv8TestJul271308"
"NBN10519766","NBN10519766","C32904",2025-06-26,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-26 00:00:00,2025-06-26 22:17:25,"NBN105U",,"LSAv8TestJul271308"
"NBN10519786","NBN10519786","C32490",2025-06-12,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-12 00:00:00,2025-06-12 20:58:03,"NBN105U",,"LSAv8TestJul271308"
"NBN10519795","NBN10519795","C32925",2025-07-09,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-27 00:00:00,2025-06-28 15:37:11,"NBN105U",,"LSAv8TestJul271308"
"NBN10519796","NBN10519796","C32928",2025-05-28,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-28 00:00:00,2025-05-29 08:15:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519799","NBN10519799","C13356",2025-06-13,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-01 00:00:00,2025-06-01 22:49:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519800","NBN10519800","C26580",2025-06-24,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-24 00:00:00,2025-06-24 23:07:59,"NBN105U",,"LSAv8TestJul271308"
"NBN10519810","NBN10519810","C16332",2025-06-11,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-05-30 00:00:00,2025-08-09 13:36:06,"NBN105U",,"LSAv8TestJul271308"
"NBN10519822","NBN10519822","C32928",2025-07-23,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-11 00:00:00,2025-07-11 14:18:32,"NBN105U",,"LSAv8TestJul271308"
"NBN10519823","NBN10519823","C18015",2025-06-25,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-13 00:00:00,2025-06-13 22:35:39,"NBN105U",,"LSAv8TestJul271308"
"NBN10519829","NBN10519829","C32013",2025-06-10,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-10 00:00:00,2025-06-10 22:23:17,"NBN105U",,"LSAv8TestJul271308"
"NBN10519831","NBN10519831","C28647",2025-06-13,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-01 00:00:00,2025-06-05 15:55:41,"NBN105U",,"LSAv8TestJul271308"
"NBN10519849","NBN10519849","C16011",2025-06-13,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-01 00:00:00,2025-06-01 22:47:24,"NBN105U",,"LSAv8TestJul271308"
"NBN10519868","NBN10519868","C32136",2025-06-02,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-02 00:00:00,2025-06-02 15:12:38,"NBN105U",,"LSAv8TestJul271308"
"NBN10519899","NBN10519899","C19875",2025-08-22,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-10 00:00:00,2025-08-12 01:50:26,"NBN105U",,"LSAv8TestJul271308"
"NBN10519900","NBN10519900","C33021",2025-08-26,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-14 00:00:00,2025-08-15 18:04:48,"NBN105U",,"LSAv8TestJul271308"
"NBN10519902","NBN10519902","C30330",2025-06-16,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-04 00:00:00,2025-06-04 13:24:23,"NBN105U",,"LSAv8TestJul271308"
"NBN10519903","NBN10519903","C32136",2025-07-10,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-28 00:00:00,2025-06-28 22:33:49,"NBN105U",,"LSAv8TestJul271308"
"NBN10519904","NBN10519904","C25743",2025-10-03,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-21 00:00:00,2025-09-26 12:36:57,"NBN105U",,"LSAv8TestJul271308"
"NBN10519905","NBN10519905","C30291",2025-10-03,435,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-21 00:00:00,2025-09-26 12:36:57,"NBN105U",,"LSAv8TestJul271308"
"NBN10519906","NBN10519906","C13260",2025-08-22,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-10 00:00:00,2025-08-12 15:26:07,"NBN105U",,"LSAv8TestJul271308"
"NBN10519914","NBN10519914","C31059",2025-06-21,435,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-09 00:00:00,2025-06-09 22:28:56,"NBN105U",,"LSAv8TestJul271308"
"NBN10519915","NBN10519915","C33048",2025-08-24,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-12 00:00:00,2025-08-12 14:40:23,"NBN105U",,"LSAv8TestJul271308"
"NBN10519916","NBN10519916","C32892",2025-06-17,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-05 00:00:00,2025-06-06 18:44:32,"NBN105U",,"LSAv8TestJul271308"
"NBN10519926","NBN10519926","C32274",2025-06-18,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-18 00:00:00,2025-06-28 15:31:10,"NBN105U",,"LSAv8TestJul271308"
"NBN10519929","NBN10519929","C33045",2025-06-20,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-08 00:00:00,2025-06-08 15:12:54,"NBN105U",,"LSAv8TestJul271308"
"NBN10519938","NBN10519938","C13899",2025-07-18,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-06 00:00:00,2025-07-06 23:10:20,"NBN105U",,"LSAv8TestJul271308"
"NBN10519939","NBN10519939","C33132",2025-06-17,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-17 00:00:00,2025-06-17 21:45:28,"NBN105U",,"LSAv8TestJul271308"
