ServicesID,EnrollmentID,PersonalID,DateProvided,RecordType,TypeProvided,OtherTypeProvided,MovingOnOtherType,SubTypeProvided,FAAmount,FAStartDate,FAEndDate,ReferralOutcome,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"SV128648","NBN10516265","C27411",2024-09-15,200,200,,,,,,,,2024-09-15 00:00:00,2024-09-15 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128649","NBN10516266","C27414",2024-09-15,200,200,,,,,,,,2024-09-15 00:00:00,2024-09-15 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128650","NBN10516263","C27417",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128651","NBN10516178","C27021",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128652","NBN10516387","C12756",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128653","NBN10515917","C15834",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128654","NBN10516217","C27264",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128655","NBN10516579","C27195",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128656","NBN10516292","C27558",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128657","NBN10516373","C27555",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128658","NBN10516580","C24765",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128659","NBN10516559","C25833",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128660","NBN10516557","C12645",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128661","NBN10516518","C13059",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128662","NBN10516549","C20478",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128663","NBN10516287","C14991",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128664","NBN10516552","C20559",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128665","NBN10516550","C20562",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128666","NBN10516397","C16545",2024-09-16,200,200,,,,,,,,2024-09-16 00:00:00,2024-09-16 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128667","NBN10516551","C20556",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128668","NBN10516396","C14025",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128669","NBN10516482","C14604",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128670","NBN10516557","C12645",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128671","NBN10516373","C27555",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128672","NBN10516292","C27558",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128673","NBN10516511","C27738",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128674","NBN10516579","C27195",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128675","NBN10515917","C15834",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128676","NBN10516387","C12756",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128677","NBN10516385","C12759",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128678","NBN10516178","C27021",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128679","NBN10516263","C27417",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128680","NBN10516265","C27411",2024-09-17,200,200,,,,,,,,2024-09-17 00:00:00,2024-09-17 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128681","NBN10516263","C27417",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128682","NBN10516386","C27354",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128683","NBN10516387","C12756",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128684","NBN10516385","C12759",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128685","NBN10515917","C15834",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128686","NBN10516579","C27195",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128687","NBN10516217","C27264",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128688","NBN10516373","C27555",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128689","NBN10516580","C24765",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128690","NBN10516557","C12645",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128691","NBN10516396","C14025",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128692","NBN10516551","C20556",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128693","NBN10516287","C14991",2024-09-18,200,200,,,,,,,,2024-09-18 00:00:00,2024-09-18 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128694","NBN10516552","C20559",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128695","NBN10516550","C20562",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128696","NBN10516551","C20556",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128697","NBN10516397","C16545",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128698","NBN10516396","C14025",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128699","NBN10516482","C14604",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128700","NBN10516557","C12645",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128701","NBN10516580","C24765",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128702","NBN10516292","C27558",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128703","NBN10516364","C15396",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128704","NBN10516217","C27264",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128705","NBN10515917","C15834",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128706","NBN10516386","C27354",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128707","NBN10516263","C27417",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128708","NBN10516265","C27411",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128709","NBN10516266","C27414",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128710","NBN10516264","C27408",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128711","NBN10516593","C27909",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128712","NBN10516599","C27912",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128713","NBN10516598","C27921",2024-09-19,200,200,,,,,,,,2024-09-19 00:00:00,2024-09-19 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128714","NBN10516596","C27915",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128715","NBN10516599","C27912",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128716","NBN10516266","C27414",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128717","NBN10516263","C27417",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128718","NBN10516386","C27354",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128719","NBN10516387","C12756",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128720","NBN10515917","C15834",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128721","NBN10516217","C27264",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128722","NBN10516579","C27195",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128723","NBN10516292","C27558",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128724","NBN10516557","C12645",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128725","NBN10516482","C14604",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128726","NBN10516396","C14025",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128727","NBN10516397","C16545",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128728","NBN10516551","C20556",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128729","NBN10516287","C14991",2024-09-20,200,200,,,,,,,,2024-09-20 00:00:00,2024-09-20 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128730","NBN10516552","C20559",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128731","NBN10516551","C20556",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128732","NBN10516396","C14025",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128733","NBN10516482","C14604",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128734","NBN10516292","C27558",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128735","NBN10516364","C15396",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128736","NBN10515917","C15834",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128737","NBN10516263","C27417",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128738","NBN10516265","C27411",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128739","NBN10516599","C27912",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128740","NBN10516593","C27909",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128741","NBN10516178","C27021",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128742","NBN10516596","C27915",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128743","NBN10516597","C27918",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128744","NBN10516598","C27921",2024-09-21,200,200,,,,,,,,2024-09-21 00:00:00,2024-09-21 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128745","NBN10516598","C27921",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128746","NBN10516597","C27918",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128747","NBN10516599","C27912",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128748","NBN10516263","C27417",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128749","NBN10516627","C16941",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128750","NBN10515917","C15834",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128751","NBN10516292","C27558",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128752","NBN10516308","C27438",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128753","NBN10516579","C27195",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128754","NBN10516217","C27264",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128755","NBN10516557","C12645",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128756","NBN10516552","C20559",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128757","NBN10516550","C20562",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128758","NBN10516287","C14991",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128759","NBN10516397","C16545",2024-09-22,200,200,,,,,,,,2024-09-22 00:00:00,2024-09-22 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128760","NBN10516397","C16545",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128761","NBN10516287","C14991",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128762","NBN10516550","C20562",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128763","NBN10516552","C20559",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128764","NBN10516549","C20478",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128765","NBN10516557","C12645",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128766","NBN10516482","C14604",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128767","NBN10516396","C14025",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128768","NBN10516292","C27558",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128769","NBN10515917","C15834",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128770","NBN10516263","C27417",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128771","NBN10516266","C27414",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128772","NBN10516599","C27912",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128773","NBN10516598","C27921",2024-09-23,200,200,,,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128774","NBN10516598","C27921",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128775","NBN10516599","C27912",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128776","NBN10516593","C27909",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128777","NBN10516265","C27411",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128778","NBN10516263","C27417",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128779","NBN10515917","C15834",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128780","NBN10516292","C27558",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128781","NBN10516654","C28017",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128782","NBN10516217","C27264",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128783","NBN10516579","C27195",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128784","NBN10516641","C25833",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128785","NBN10516396","C14025",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128786","NBN10516482","C14604",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128787","NBN10516557","C12645",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128788","NBN10516640","C12420",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128789","NBN10516549","C20478",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128790","NBN10516551","C20556",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128791","NBN10516397","C16545",2024-09-24,200,200,,,,,,,,2024-09-24 00:00:00,2024-09-24 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128792","NBN10516397","C16545",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128793","NBN10516551","C20556",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128794","NBN10516640","C12420",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128795","NBN10516482","C14604",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128796","NBN10516396","C14025",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128797","NBN10516217","C27264",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128798","NBN10515917","C15834",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128799","NBN10516263","C27417",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128800","NBN10516265","C27411",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128801","NBN10516599","C27912",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128802","NBN10516178","C27021",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128803","NBN10516598","C27921",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128804","NBN10516596","C27915",2024-09-25,200,200,,,,,,,,2024-09-25 00:00:00,2024-09-25 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128805","NBN10516596","C27915",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128806","NBN10516598","C27921",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128807","NBN10516599","C27912",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128808","NBN10516265","C27411",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128809","NBN10516266","C27414",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128810","NBN10516263","C27417",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128811","NBN10515917","C15834",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128812","NBN10516579","C27195",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128813","NBN10516654","C28017",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
"SV128814","NBN10516396","C14025",2024-09-26,200,200,,,,,,,,2024-09-26 00:00:00,2024-09-26 00:00:00,"NBN105U",,"LSAv8TestAug011223"
