PersonalID,episodeStart,episodeEnd,episodeDays,Step
"C18801",2023-01-29,2023-04-17,79,"7.7.2"
"C18801",2025-05-20,2025-07-24,66,"7.7.2"
"C18819",2022-12-01,2023-03-03,93,"7.7.2"
"C18834",2022-06-26,2023-11-15,508,"7.7.2"
"C18846",2023-09-02,2023-10-07,36,"7.7.2"
"C18849",2022-11-05,2023-12-08,399,"7.7.2"
"C18861",2021-05-27,2026-02-23,1734,"7.7.2"
"C18867",2022-11-19,2024-04-03,502,"7.7.2"
"C18873",2023-08-23,2024-04-30,252,"7.7.2"
"C18876",2021-10-31,2024-01-15,807,"7.7.2"
"C18885",2024-03-27,2024-04-21,26,"7.7.2"
"C18888",2025-06-10,2025-06-30,21,"7.7.2"
"C18891",2024-10-30,2024-12-21,53,"7.7.2"
"C18894",2023-11-15,2024-02-09,87,"7.7.2"
"C18909",2025-02-15,2025-03-10,24,"7.7.2"
"C18912",2025-02-15,2025-03-10,24,"7.7.2"
"C18915",2023-02-11,2023-02-24,14,"7.7.2"
"C18930",2022-07-13,2023-08-03,387,"7.7.2"
"C18945",2024-10-05,2025-04-28,206,"7.7.2"
"C18954",2023-09-04,2025-09-12,740,"7.7.2"
"C18975",2024-10-20,2024-12-15,57,"7.7.2"
"C18978",2023-02-20,2023-04-03,43,"7.7.2"
"C18984",2021-04-01,2024-03-30,1095,"7.7.2"
"C18984",2024-05-05,2025-02-19,291,"7.7.2"
"C18987",2023-12-05,2024-01-25,52,"7.7.2"
"C18987",2025-01-06,2025-01-31,26,"7.7.2"
"C18987",2026-01-07,2026-01-24,18,"7.7.2"
"C18993",2023-11-04,2024-08-15,286,"7.7.2"
"C18999",2023-04-14,2024-05-11,394,"7.7.2"
"C18999",2025-08-17,2025-11-18,94,"7.7.2"
"C18999",2025-11-27,2026-01-03,38,"7.7.2"
"C19002",2022-12-22,2025-01-20,761,"7.7.2"
"C19002",2026-02-17,2026-03-11,23,"7.7.2"
"C19005",2023-02-18,2023-04-19,61,"7.7.2"
"C19005",2025-05-19,2025-06-18,31,"7.7.2"
"C19008",2024-07-06,2025-07-26,386,"7.7.2"
"C19014",2025-02-22,2025-09-08,199,"7.7.2"
"C19020",2021-06-14,2024-01-21,952,"7.7.2"
"C19020",2024-06-13,2026-03-11,637,"7.7.2"
"C19023",2023-09-10,2023-09-14,5,"7.7.2"
"C19032",2023-03-02,2023-05-14,74,"7.7.2"
"C19041",2023-09-15,2023-09-28,14,"7.7.2"
"C19044",2023-02-04,2023-11-03,273,"7.7.2"
"C19047",2026-01-12,2026-02-06,26,"7.7.2"
"C19050",2023-02-25,2023-04-02,37,"7.7.2"
"C19062",2023-02-06,2023-08-25,201,"7.7.2"
"C19062",2023-12-29,2025-07-10,560,"7.7.2"
"C19062",2025-10-02,2025-10-22,21,"7.7.2"
"C19062",2025-11-10,2025-12-09,30,"7.7.2"
"C19077",2025-03-14,2025-03-26,13,"7.7.2"
"C19080",2024-10-05,2024-11-30,57,"7.7.2"
"C19095",2025-03-15,2025-07-30,138,"7.7.2"
"C19098",2023-07-10,2025-11-27,872,"7.7.2"
"C19101",2025-07-22,2025-09-23,64,"7.7.2"
"C19104",2025-07-22,2025-09-23,64,"7.7.2"
"C19107",2026-03-07,2026-03-27,21,"7.7.2"
"C19119",2024-07-02,2024-07-26,25,"7.7.2"
"C19125",2024-08-19,2024-09-10,23,"7.7.2"
"C19128",2023-04-28,2023-12-04,221,"7.7.2"
"C19131",2023-02-18,2023-10-24,249,"7.7.2"
"C19134",2022-12-21,2024-01-14,390,"7.7.2"
"C19134",2024-05-31,2025-03-02,276,"7.7.2"
"C19140",2024-03-05,2025-10-26,601,"7.7.2"
"C19143",2024-01-03,2024-05-16,135,"7.7.2"
"C19158",2023-12-31,2024-01-15,16,"7.7.2"
"C19161",2025-10-10,2025-10-26,17,"7.7.2"
"C19167",2023-08-25,2023-09-22,29,"7.7.2"
"C19167",2025-06-26,2025-07-15,20,"7.7.2"
"C19170",2023-01-27,2023-03-04,37,"7.7.2"
"C19170",2024-03-03,2024-09-27,209,"7.7.2"
"C19185",2022-11-16,2025-06-05,933,"7.7.2"
"C19191",2023-02-21,2023-06-09,109,"7.7.2"
"C19191",2023-12-16,2025-09-02,627,"7.7.2"
"C19206",2022-05-22,2023-07-19,424,"7.7.2"
"C19212",2025-07-12,2025-09-15,66,"7.7.2"
"C19212",2025-10-05,2025-11-11,38,"7.7.2"
"C19212",2025-12-22,2026-02-04,45,"7.7.2"
"C19215",2024-03-10,2024-04-02,24,"7.7.2"
"C19224",2023-03-07,2023-05-11,66,"7.7.2"
"C19227",2024-12-29,2025-03-21,83,"7.7.2"
"C19227",2025-12-11,2025-12-24,14,"7.7.2"
"C19230",2024-12-29,2025-03-21,83,"7.7.2"
"C19233",2024-11-18,2024-12-12,25,"7.7.2"
"C19236",2024-02-23,2024-09-05,196,"7.7.2"
"C19236",2024-11-18,2024-12-12,25,"7.7.2"
"C19239",2024-11-29,2024-12-12,14,"7.7.2"
"C19245",2022-08-05,2024-01-04,518,"7.7.2"
"C19245",2024-01-13,2024-01-17,5,"7.7.2"
"C19260",2023-08-15,2023-10-20,67,"7.7.2"
"C19266",2023-03-22,2023-08-03,135,"7.7.2"
"C19269",2023-09-09,2023-10-10,32,"7.7.2"
"C19278",2023-03-04,2023-06-07,96,"7.7.2"
"C19281",2023-09-14,2023-10-27,44,"7.7.2"
"C19281",2025-04-10,2025-04-24,15,"7.7.2"
"C19281",2025-11-07,2025-11-20,14,"7.7.2"
"C19287",2023-03-17,2023-04-14,29,"7.7.2"
"C19293",2023-11-13,2023-12-28,46,"7.7.2"
"C19296",2023-01-18,2023-04-21,94,"7.7.2"
"C19296",2024-05-16,2026-01-16,611,"7.7.2"
"C19299",2021-12-08,2023-11-03,696,"7.7.2"
"C19302",2023-03-24,2023-04-03,11,"7.7.2"
"C19305",2023-03-26,2023-05-03,39,"7.7.2"
"C19326",2023-09-03,2023-10-11,39,"7.7.2"
"C19341",2024-11-17,2024-12-17,31,"7.7.2"
"C19344",2024-06-20,2024-11-20,154,"7.7.2"
"C19347",2025-01-04,2025-02-10,38,"7.7.2"
"C19350",2025-12-31,2026-01-16,17,"7.7.2"
"C19356",2025-03-04,2025-06-03,92,"7.7.2"
"C19359",2023-03-31,2023-04-28,29,"7.7.2"
"C19359",2024-01-17,2024-11-12,301,"7.7.2"
"C19365",2025-03-04,2025-06-03,92,"7.7.2"
"C19374",2024-11-02,2024-12-04,33,"7.7.2"
"C19395",2023-02-27,2023-06-08,102,"7.7.2"
"C19395",2024-05-29,2025-01-31,248,"7.7.2"
"C19395",2025-12-28,2026-01-20,24,"7.7.2"
"C19398",2023-04-05,2023-05-18,44,"7.7.2"
"C19401",2023-04-06,2023-05-18,43,"7.7.2"
"C19410",2024-11-24,2025-01-14,52,"7.7.2"
"C19434",2023-03-04,2023-08-20,170,"7.7.2"
"C19443",2024-01-03,2024-05-16,135,"7.7.2"
"C19458",2023-04-12,2023-05-06,25,"7.7.2"
"C19461",2023-04-10,2023-09-06,150,"7.7.2"
"C19461",2024-10-12,2024-12-10,60,"7.7.2"
"C19461",2025-11-06,2025-12-19,44,"7.7.2"
"C19464",2022-05-07,2024-05-24,749,"7.7.2"
"C19464",2025-03-13,2025-03-22,10,"7.7.2"
"C19464",2025-04-19,2025-05-06,18,"7.7.2"
"C19470",2025-01-07,2025-03-10,63,"7.7.2"
"C19473",2025-01-07,2025-03-10,63,"7.7.2"
"C19476",2023-04-10,2025-06-06,789,"7.7.2"
"C19482",2025-10-25,2025-12-17,54,"7.7.2"
"C19485",2024-06-14,2024-07-30,47,"7.7.2"
"C19488",2023-11-05,2023-12-18,44,"7.7.2"
"C19488",2024-01-04,2024-01-23,20,"7.7.2"
"C19488",2024-07-16,2024-12-10,148,"7.7.2"
"C19491",2023-07-28,2023-09-05,40,"7.7.2"
"C19491",2025-05-12,2025-08-25,106,"7.7.2"
"C19515",2020-10-04,2023-06-10,980,"7.7.2"
"C19524",2023-10-15,2023-10-30,16,"7.7.2"
"C19524",2025-04-25,2025-05-16,22,"7.7.2"
"C19527",2022-11-05,2023-09-15,315,"7.7.2"
"C19527",2024-08-05,2024-08-19,15,"7.7.2"
"C19533",2022-04-24,2025-04-22,1095,"7.7.2"
"C19539",2023-04-16,2023-12-09,238,"7.7.2"
"C19545",2025-04-18,2025-07-14,88,"7.7.2"
"C19548",2023-04-17,2023-06-03,48,"7.7.2"
"C19551",2020-11-05,2023-06-15,953,"7.7.2"
"C19554",2023-08-01,2023-12-08,130,"7.7.2"
"C19560",2023-04-10,2023-05-13,34,"7.7.2"
"C19563",2024-06-04,2024-07-12,39,"7.7.2"
"C19563",2026-01-05,2026-01-20,16,"7.7.2"
"C19566",2023-12-26,2024-04-30,127,"7.7.2"
"C19578",2023-03-16,2023-05-19,65,"7.7.2"
"C19581",2023-04-06,2023-05-10,35,"7.7.2"
"C19596",2024-07-01,2024-07-17,17,"7.7.2"
"C19617",2023-08-15,2023-09-03,20,"7.7.2"
"C19617",2023-10-16,2023-11-03,19,"7.7.2"
"C19617",2026-01-22,2026-02-14,24,"7.7.2"
"C19620",2024-05-19,2024-07-03,46,"7.7.2"
"C19626",2023-07-23,2023-11-25,126,"7.7.2"
"C19629",2023-12-07,2023-12-21,15,"7.7.2"
"C19635",2025-07-05,2025-12-19,168,"7.7.2"
"C19641",2023-01-21,2025-04-10,811,"7.7.2"
"C19644",2025-03-10,2025-09-23,198,"7.7.2"
"C19647",2022-11-19,2025-06-15,940,"7.7.2"
"C19650",2023-05-22,2023-10-18,150,"7.7.2"
"C19650",2025-10-08,2025-12-31,85,"7.7.2"
"C19662",2023-04-23,2023-06-17,56,"7.7.2"
"C19671",2024-08-04,2025-02-10,191,"7.7.2"
"C19680",2023-04-06,2023-05-10,35,"7.7.2"
"C19686",2023-01-05,2023-06-07,154,"7.7.2"
"C19692",2024-09-09,2024-10-02,24,"7.7.2"
"C19692",2025-09-13,2025-10-16,34,"7.7.2"
"C19695",2023-10-31,2023-12-31,62,"7.7.2"
"C19698",2021-06-05,2024-06-03,1095,"7.7.2"
"C19701",2023-04-18,2023-07-23,97,"7.7.2"
"C19704",2025-12-18,2026-01-16,30,"7.7.2"
"C19713",2023-04-22,2023-06-10,50,"7.7.2"
"C19722",2024-07-05,2024-07-21,17,"7.7.2"
"C19722",2025-09-25,2025-11-30,67,"7.7.2"
"C19728",2024-03-22,2024-04-12,22,"7.7.2"
"C19737",2024-03-22,2024-04-12,22,"7.7.2"
"C19743",2025-12-26,2026-01-24,30,"7.7.2"
"C19755",2021-08-23,2023-07-16,693,"7.7.2"
"C19767",2025-04-28,2025-06-02,36,"7.7.2"
"C19776",2025-10-16,2025-11-05,21,"7.7.2"
"C19785",2025-06-06,2025-11-18,166,"7.7.2"
"C19794",2025-08-18,2025-09-13,27,"7.7.2"
"C19797",2023-04-08,2023-05-23,46,"7.7.2"
"C19800",2023-05-08,2023-05-26,19,"7.7.2"
"C19839",2023-05-11,2023-06-11,32,"7.7.2"
"C19839",2024-04-23,2024-07-04,73,"7.7.2"
"C19851",2023-10-18,2024-02-23,129,"7.7.2"
"C19866",2024-01-06,2024-06-02,149,"7.7.2"
"C19866",2024-10-05,2024-10-17,13,"7.7.2"
"C19866",2024-11-04,2025-02-28,117,"7.7.2"
"C19866",2025-08-14,2025-09-15,33,"7.7.2"
"C19866",2025-10-06,2025-10-31,26,"7.7.2"
"C19869",2023-05-16,2023-07-07,53,"7.7.2"
"C19878",2024-01-01,2024-01-15,15,"7.7.2"
"C19881",2024-07-24,2024-08-07,15,"7.7.2"
"C19881",2025-03-08,2025-03-25,18,"7.7.2"
"C19887",2024-12-06,2025-01-31,57,"7.7.2"
"C19887",2025-12-28,2026-01-20,24,"7.7.2"
"C19890",2023-05-06,2023-07-16,72,"7.7.2"
"C19893",2025-02-03,2025-09-19,229,"7.7.2"
"C19899",2025-06-26,2025-07-15,20,"7.7.2"
"C19899",2026-01-15,2026-02-04,21,"7.7.2"
"C19905",2023-12-16,2024-05-07,144,"7.7.2"
"C19920",2024-04-26,2024-06-16,52,"7.7.2"
"C19920",2025-07-15,2025-08-20,37,"7.7.2"
"C19926",2023-05-15,2023-08-04,82,"7.7.2"
"C19929",2023-05-09,2023-06-21,44,"7.7.2"
"C19932",2025-01-23,2025-02-06,15,"7.7.2"
"C19932",2025-12-21,2026-01-17,28,"7.7.2"
"C19938",2024-09-07,2024-09-24,18,"7.7.2"
"C19944",2023-05-20,2023-08-10,83,"7.7.2"
"C19947",2023-05-04,2026-03-14,1046,"7.7.2"
"C19965",2025-10-07,2025-10-26,20,"7.7.2"
"C19968",2023-02-02,2023-06-03,122,"7.7.2"
"C19983",2024-04-05,2026-03-25,720,"7.7.2"
"C19992",2023-05-28,2023-10-17,143,"7.7.2"
"C19992",2024-04-23,2024-07-06,75,"7.7.2"
"C19998",2023-05-28,2023-09-15,111,"7.7.2"
"C20007",2025-09-13,2025-12-20,99,"7.7.2"
"C20010",2021-06-04,2023-11-18,898,"7.7.2"
"C20022",2025-07-02,2025-08-24,54,"7.7.2"
"C20031",2024-06-07,2024-07-12,36,"7.7.2"
"C20040",2025-06-26,2025-07-14,19,"7.7.2"
"C20046",2023-06-02,2023-10-26,147,"7.7.2"
"C20049",2023-10-17,2023-11-10,25,"7.7.2"
"C20049",2025-07-20,2025-08-25,37,"7.7.2"
"C20064",2024-04-25,2024-07-08,75,"7.7.2"
"C20067",2023-06-03,2023-09-28,118,"7.7.2"
"C20073",2023-06-01,2023-11-20,173,"7.7.2"
"C20100",2023-05-28,2023-07-27,61,"7.7.2"
"C20100",2024-05-08,2024-08-04,89,"7.7.2"
"C20103",2023-05-28,2023-07-27,61,"7.7.2"
"C20103",2024-01-03,2024-08-04,215,"7.7.2"
"C20109",2023-06-06,2023-07-16,41,"7.7.2"
"C20115",2023-05-05,2024-03-29,330,"7.7.2"
"C20115",2025-08-16,2025-11-20,97,"7.7.2"
"C20118",2024-06-06,2024-06-28,23,"7.7.2"
"C20118",2025-01-06,2025-02-13,39,"7.7.2"
"C20121",2025-10-02,2025-10-20,19,"7.7.2"
"C20139",2023-03-02,2024-05-31,457,"7.7.2"
"C20145",2023-06-12,2025-02-11,611,"7.7.2"
"C20151",2023-10-04,2024-01-30,119,"7.7.2"
"C20160",2023-05-31,2023-07-06,37,"7.7.2"
"C20163",2024-07-22,2025-03-03,225,"7.7.2"
"C20181",2025-05-04,2025-08-03,92,"7.7.2"
"C20190",2025-01-16,2025-04-11,86,"7.7.2"
"C20196",2025-03-19,2025-04-26,39,"7.7.2"
"C20196",2025-08-27,2025-10-06,41,"7.7.2"
"C20196",2026-01-20,2026-03-10,50,"7.7.2"
"C20199",2025-06-25,2025-07-09,15,"7.7.2"
"C20199",2025-10-20,2025-11-17,29,"7.7.2"
"C20202",2025-09-09,2025-09-18,10,"7.7.2"
"C20205",2023-04-04,2023-07-23,111,"7.7.2"
"C20208",2023-10-29,2023-11-17,20,"7.7.2"
"C20214",2024-08-04,2024-09-14,42,"7.7.2"
"C20214",2024-10-25,2026-03-03,495,"7.7.2"
"C20232",2023-06-04,2025-05-28,725,"7.7.2"
"C20247",2023-05-08,2023-10-05,151,"7.7.2"
"C20286",2025-11-12,2026-01-23,73,"7.7.2"
"C20292",2025-09-05,2025-09-30,26,"7.7.2"
"C20295",2023-09-16,2023-10-11,26,"7.7.2"
"C20307",2024-05-16,2024-06-17,33,"7.7.2"
"C20319",2023-05-30,2023-07-20,52,"7.7.2"
"C20340",2023-11-04,2023-12-23,50,"7.7.2"
"C20340",2025-12-18,2026-01-13,27,"7.7.2"
"C20343",2023-03-04,2023-08-16,166,"7.7.2"
"C20346",2023-11-19,2023-12-28,40,"7.7.2"
"C20349",2023-08-04,2025-02-08,555,"7.7.2"
"C20364",2022-12-06,2023-08-05,243,"7.7.2"
"C20370",2023-06-25,2023-10-30,128,"7.7.2"
"C20382",2024-04-15,,,"7.7.2"
"C20391",2023-04-04,2026-03-06,1068,"7.7.2"
"C20400",2025-03-06,2025-04-16,42,"7.7.2"
"C20412",2025-12-14,2026-01-20,38,"7.7.2"
"C20415",2026-01-25,2026-02-13,20,"7.7.2"
"C20421",2021-04-14,2023-09-27,897,"7.7.2"
"C20424",2023-05-23,2023-07-20,59,"7.7.2"
"C20430",2025-04-04,2025-12-06,247,"7.7.2"
"C20430",2025-12-14,2025-12-17,4,"7.7.2"
"C20433",2024-12-07,2025-01-12,37,"7.7.2"
"C20433",2025-06-19,2025-07-15,27,"7.7.2"
"C20433",2025-09-14,2025-12-15,93,"7.7.2"
"C20439",2023-06-13,2023-11-17,158,"7.7.2"
"C20439",2025-03-23,2026-01-27,311,"7.7.2"
"C20442",2023-06-13,2023-11-17,158,"7.7.2"
"C20442",2025-04-28,2026-01-27,275,"7.7.2"
"C20457",2023-07-01,2025-10-07,830,"7.7.2"
"C20460",2023-07-02,2024-01-13,196,"7.7.2"
"C20463",2023-07-03,2023-10-16,106,"7.7.2"
"C20469",2023-07-07,2024-02-15,224,"7.7.2"
"C20472",2024-02-28,2024-09-15,201,"7.7.2"
"C20475",2023-05-30,2025-09-13,838,"7.7.2"
"C20475",2025-09-24,2025-09-30,7,"7.7.2"
"C20478",2024-07-05,2025-09-01,424,"7.7.2"
"C20481",2023-07-04,2024-04-30,302,"7.7.2"
"C20484",2025-04-08,2025-07-26,110,"7.7.2"
"C20487",2024-10-26,2025-02-08,106,"7.7.2"
"C20487",2025-08-13,2025-10-22,71,"7.7.2"
"C20490",2021-08-15,2023-09-03,750,"7.7.2"
"C20496",2025-11-09,2025-12-17,39,"7.7.2"
"C20499",2023-06-07,2023-09-23,109,"7.7.2"
"C20499",2024-03-20,2024-04-17,29,"7.7.2"
"C20499",2024-03-31,2024-04-17,18,"7.7.2"
"C20508",2023-04-04,2023-08-18,137,"7.7.2"
"C20511",2023-04-04,2023-08-18,137,"7.7.2"
"C20529",2022-02-15,2024-11-21,1011,"7.7.2"
"C20538",2023-07-02,2023-08-05,35,"7.7.2"
"C20541",2023-07-07,2023-09-14,70,"7.7.2"
"C20547",2023-02-02,2023-10-07,248,"7.7.2"
"C20556",2024-07-25,2025-08-24,396,"7.7.2"
"C20565",2025-07-07,2025-07-30,24,"7.7.2"
"C20565",2025-09-06,2025-09-12,7,"7.7.2"
"C20568",2023-06-20,2023-07-23,34,"7.7.2"
"C20601",2023-07-09,2023-12-27,172,"7.7.2"
"C20604",2023-07-09,2023-11-15,130,"7.7.2"
"C20610",2023-07-05,2023-09-03,61,"7.7.2"
"C20616",2023-07-10,2023-12-04,148,"7.7.2"
"C20622",2024-01-03,2024-11-30,333,"7.7.2"
"C20640",2023-12-09,2024-07-05,210,"7.7.2"
"C20649",2023-07-09,2024-02-08,215,"7.7.2"
"C20658",2023-04-28,2023-08-23,118,"7.7.2"
"C20661",2023-04-28,2023-08-23,118,"7.7.2"
"C20670",2024-10-05,2024-10-18,14,"7.7.2"
"C20670",2024-11-14,2026-01-07,420,"7.7.2"
"C20673",2023-07-25,2023-08-09,16,"7.7.2"
"C20673",2023-12-11,2024-03-25,106,"7.7.2"
"C20676",2024-04-15,2024-05-25,41,"7.7.2"
"C20679",2023-07-17,2023-12-01,138,"7.7.2"
"C20700",2023-07-18,2023-10-19,94,"7.7.2"
"C20709",2023-07-17,2023-08-27,42,"7.7.2"
"C20709",2025-05-04,2026-01-09,251,"7.7.2"
"C20712",2023-02-12,2026-01-09,1063,"7.7.2"
"C20715",2024-02-26,2025-05-22,452,"7.7.2"
"C20721",2023-02-02,2023-10-04,245,"7.7.2"
"C20727",2025-02-08,2025-04-09,61,"7.7.2"
"C20733",2025-05-26,2025-08-07,74,"7.7.2"
"C20736",2021-02-08,2024-02-06,1094,"7.7.2"
"C20736",2025-01-29,2025-02-27,30,"7.7.2"
"C20739",2023-08-18,2023-10-30,74,"7.7.2"
"C20745",2025-01-03,2025-04-26,114,"7.7.2"
"C20748",2023-07-07,2023-08-27,52,"7.7.2"
"C20748",2024-11-26,2025-03-10,105,"7.7.2"
"C20748",2025-10-04,2025-10-23,20,"7.7.2"
"C20751",2023-07-18,2023-08-31,45,"7.7.2"
"C20751",2025-01-03,2025-02-06,35,"7.7.2"
"C20760",2023-07-21,2024-02-16,211,"7.7.2"
"C20760",2024-03-02,,,"7.7.2"
"C20766",2023-07-27,2023-10-02,68,"7.7.2"
"C20772",2023-07-05,2023-07-23,19,"7.7.2"
"C20781",2023-01-05,2023-09-15,254,"7.7.2"
"C20784",2024-01-14,2026-01-13,731,"7.7.2"
"C20787",2023-07-09,2023-08-11,34,"7.7.2"
"C20790",2023-07-20,2024-09-03,412,"7.7.2"
"C20799",2023-01-16,2023-08-02,199,"7.7.2"
"C20811",2023-07-13,2023-11-26,137,"7.7.2"
"C20814",2023-07-25,2023-08-23,30,"7.7.2"
"C20814",2026-03-10,2026-03-27,18,"7.7.2"
"C20835",2023-03-18,2023-08-20,156,"7.7.2"
"C20835",2025-09-24,2025-11-03,41,"7.7.2"
"C20838",2023-05-04,2023-11-06,187,"7.7.2"
"C20838",2025-10-18,2025-12-08,52,"7.7.2"
"C20841",2023-07-18,2023-10-08,83,"7.7.2"
"C20874",2025-09-17,2025-10-06,20,"7.7.2"
"C20877",2023-05-18,2023-08-17,92,"7.7.2"
"C20880",2022-10-03,2023-08-29,331,"7.7.2"
"C20880",2025-08-23,2025-10-01,40,"7.7.2"
"C20883",2024-08-23,2024-10-04,43,"7.7.2"
"C20892",2023-07-29,2023-12-29,154,"7.7.2"
"C20892",2024-03-31,2024-09-04,158,"7.7.2"
"C20910",2023-06-06,2024-10-26,509,"7.7.2"
"C20910",2025-09-19,2026-02-04,139,"7.7.2"
"C20916",2025-11-23,2026-03-03,101,"7.7.2"
"C20934",2023-08-04,2023-10-05,63,"7.7.2"
"C20943",2023-07-22,2023-10-04,75,"7.7.2"
"C20946",2023-06-24,2023-09-03,72,"7.7.2"
"C20949",2025-05-02,2025-06-07,37,"7.7.2"
"C20949",2025-06-15,2025-10-16,124,"7.7.2"
"C20967",2023-08-03,2023-10-26,85,"7.7.2"
"C20970",2023-05-04,2023-11-09,190,"7.7.2"
"C20979",2023-04-08,2023-11-23,230,"7.7.2"
"C20979",2025-03-10,2025-06-30,113,"7.7.2"
"C20982",2023-08-08,2023-10-03,57,"7.7.2"
"C20985",2023-08-07,2023-12-18,134,"7.7.2"
"C20997",2023-05-20,2023-08-10,83,"7.7.2"
"C21006",2023-03-08,2026-02-10,1071,"7.7.2"
"C21009",2025-01-13,2025-02-08,27,"7.7.2"
"C21009",2025-10-01,2025-10-10,10,"7.7.2"
"C21015",2020-12-02,2023-11-17,1081,"7.7.2"
"C21021",2023-08-04,2023-10-20,78,"7.7.2"
"C21024",2023-11-14,2024-04-04,143,"7.7.2"
"C21024",2024-08-21,2025-03-10,202,"7.7.2"
"C21024",2025-07-28,2025-08-21,25,"7.7.2"
"C21024",2025-10-25,2026-01-03,71,"7.7.2"
"C21033",2023-10-07,2023-12-01,56,"7.7.2"
"C21036",2023-10-07,2023-12-01,56,"7.7.2"
"C21042",2023-07-28,2023-09-17,52,"7.7.2"
"C21045",2023-08-19,2023-10-09,52,"7.7.2"
"C21066",2023-08-09,2023-11-16,100,"7.7.2"
"C21075",2025-02-17,2025-06-30,134,"7.7.2"
"C21087",2023-08-17,2024-02-02,170,"7.7.2"
"C21090",2024-05-12,2025-10-13,520,"7.7.2"
"C21096",2023-08-12,2023-09-04,24,"7.7.2"
"C21096",2024-11-18,2024-11-30,13,"7.7.2"
"C21108",2023-11-30,2023-12-21,22,"7.7.2"
"C21117",2025-11-04,2026-02-20,109,"7.7.2"
"C21123",2020-10-04,2023-09-23,1085,"7.7.2"
"C21123",2023-10-02,,,"7.7.2"
"C21132",2023-08-11,2023-10-24,75,"7.7.2"
"C21144",2024-07-11,2024-07-23,13,"7.7.2"
"C21153",2023-08-18,2023-11-01,76,"7.7.2"
"C21162",2024-03-19,2024-05-31,74,"7.7.2"
"C21162",2025-03-27,2025-04-23,28,"7.7.2"
"C21171",2023-07-22,2023-10-04,75,"7.7.2"
"C21180",2023-08-20,2023-12-10,113,"7.7.2"
"C21180",2023-12-18,2024-01-14,28,"7.7.2"
"C21183",2024-01-06,2024-01-15,10,"7.7.2"
"C21189",2025-05-11,2025-06-15,36,"7.7.2"
"C21198",2023-02-18,2023-10-20,245,"7.7.2"
"C21201",2023-07-05,2023-09-13,71,"7.7.2"
"C21207",2023-08-28,2023-08-30,3,"7.7.2"
"C21207",2023-09-09,2023-10-05,27,"7.7.2"
"C21216",2023-08-22,2023-10-21,61,"7.7.2"
"C21231",2026-01-05,2026-03-01,56,"7.7.2"
"C21234",2023-08-22,2023-10-04,44,"7.7.2"
"C21234",2024-04-19,2024-11-28,224,"7.7.2"
"C21243",2023-08-20,2024-01-01,135,"7.7.2"
"C21246",2023-08-24,2023-11-28,97,"7.7.2"
"C21249",2023-08-24,2023-11-28,97,"7.7.2"
"C21255",2021-03-22,2025-12-21,1736,"7.7.2"
"C21264",2023-10-04,2025-01-22,477,"7.7.2"
"C21276",2023-08-17,2023-10-22,67,"7.7.2"
"C21288",2023-04-04,2023-10-22,202,"7.7.2"
"C21291",2023-08-27,2023-10-07,42,"7.7.2"
"C21309",2023-08-26,2023-10-18,54,"7.7.2"
"C21327",2023-08-26,2023-09-28,34,"7.7.2"
"C21342",2023-08-24,2023-11-24,93,"7.7.2"
"C21342",2025-03-04,2025-07-11,130,"7.7.2"
"C21348",2023-08-13,2023-10-11,60,"7.7.2"
"C21351",2024-11-29,2026-02-06,435,"7.7.2"
"C21357",2023-08-26,2023-09-20,26,"7.7.2"
"C21357",2024-12-30,2025-01-23,25,"7.7.2"
"C21393",2023-08-25,2023-10-15,52,"7.7.2"
"C21393",2024-02-05,2024-03-06,31,"7.7.2"
"C21393",2024-10-11,2024-10-31,21,"7.7.2"
"C21396",2023-08-10,2023-10-12,64,"7.7.2"
"C21402",2024-11-02,2024-11-14,13,"7.7.2"
"C21402",2025-02-28,2025-12-16,292,"7.7.2"
"C21408",2023-08-28,2023-12-08,103,"7.7.2"
"C21411",2023-08-15,2024-01-09,148,"7.7.2"
"C21417",2024-05-19,2024-10-18,153,"7.7.2"
"C21420",2024-06-02,2025-01-14,227,"7.7.2"
"C21423",2023-08-13,2023-08-31,19,"7.7.2"
"C21429",2023-09-02,2023-09-07,6,"7.7.2"
"C21432",2023-01-29,2026-01-28,1096,"7.7.2"
"C21438",2025-11-27,2025-12-15,19,"7.7.2"
"C21441",2023-09-18,2023-12-08,82,"7.7.2"
"C21441",2025-06-07,2025-06-22,16,"7.7.2"
"C21447",2024-07-01,2024-07-28,28,"7.7.2"
"C21456",2023-09-04,2023-10-30,57,"7.7.2"
"C21456",2025-07-11,2025-10-20,102,"7.7.2"
"C21459",2023-09-05,2023-09-11,7,"7.7.2"
"C21459",2023-09-23,2023-10-01,9,"7.7.2"
"C21459",2023-10-11,2023-10-20,10,"7.7.2"
"C21462",2023-09-07,2023-10-18,42,"7.7.2"
"C21537",2023-09-04,2023-10-02,29,"7.7.2"
"C21555",2023-09-07,2023-11-03,58,"7.7.2"
"C21555",2024-10-17,2024-11-20,35,"7.7.2"
"C21567",2023-09-06,2023-10-08,33,"7.7.2"
"C21567",2024-09-30,2025-01-12,105,"7.7.2"
"C21570",2023-06-05,2024-08-11,434,"7.7.2"
"C21570",2025-01-04,2026-01-30,392,"7.7.2"
"C21573",2023-09-07,2023-10-25,49,"7.7.2"
"C21573",2024-11-05,2025-04-08,155,"7.7.2"
"C21579",2025-07-01,2025-10-19,111,"7.7.2"
"C21594",2023-09-09,2024-02-22,167,"7.7.2"
"C21597",2023-09-08,2023-11-23,77,"7.7.2"
