HoHID,HHType,Cohort,StartDate,EndDate,Step
"C15480",1,1,2025-06-06,2025-11-19,"6.12.2.a"
"C15480",1,1,2025-06-10,2025-06-16,"6.12.2.b"
"C15480",1,1,2025-06-12,2025-06-18,"6.12.2.b"
"C15480",1,1,2025-06-13,2025-06-19,"6.12.2.b"
"C15480",1,1,2025-06-15,2025-06-21,"6.12.2.b"
"C15480",1,1,2025-06-21,2025-06-27,"6.12.2.b"
"C15588",1,1,2025-02-14,2025-10-08,"6.12.2.a"
"C15588",1,1,2025-03-31,2025-05-19,"6.12.2.a"
"C15588",1,1,2026-04-18,2026-09-30,"6.12.2.a"
"C15678",1,1,2023-12-29,2024-04-02,"6.12.2.a"
"C15678",1,1,2023-12-29,2024-06-22,"6.12.2.a"
"C15678",1,1,2024-07-08,2025-12-23,"6.12.2.a"
"C15678",1,1,2024-11-24,2025-01-02,"6.12.2.a"
"C15678",1,1,2024-12-08,2025-01-07,"6.12.2.a"
"C15834",1,1,2023-04-22,2023-10-25,"6.12.2.a"
"C15834",1,1,2024-07-14,2024-07-20,"6.12.2.b"
"C15834",1,1,2024-07-15,2024-07-21,"6.12.2.b"
"C15834",1,1,2024-07-16,2024-07-22,"6.12.2.b"
"C15834",1,1,2024-07-17,2024-07-23,"6.12.2.b"
"C15834",1,1,2024-07-18,2024-07-24,"6.12.2.b"
"C15834",1,1,2024-07-19,2024-07-25,"6.12.2.b"
"C15834",1,1,2024-07-20,2024-07-26,"6.12.2.b"
"C15834",1,1,2024-07-21,2024-07-27,"6.12.2.b"
"C15834",1,1,2024-07-22,2024-07-28,"6.12.2.b"
"C15834",1,1,2024-07-23,2024-07-29,"6.12.2.b"
"C15834",1,1,2024-07-24,2024-07-30,"6.12.2.b"
"C15834",1,1,2024-07-25,2024-07-31,"6.12.2.b"
"C15834",1,1,2024-07-26,2024-08-01,"6.12.2.b"
"C15834",1,1,2024-07-27,2024-08-02,"6.12.2.b"
"C15834",1,1,2024-07-28,2024-08-03,"6.12.2.b"
"C15834",1,1,2024-07-29,2024-08-04,"6.12.2.b"
"C15834",1,1,2024-07-30,2024-08-05,"6.12.2.b"
"C15834",1,1,2024-07-31,2024-08-06,"6.12.2.b"
"C15834",1,1,2024-08-01,2024-08-07,"6.12.2.b"
"C15834",1,1,2024-08-02,2024-08-08,"6.12.2.b"
"C15834",1,1,2024-08-03,2024-08-09,"6.12.2.b"
"C15834",1,1,2024-08-04,2024-08-10,"6.12.2.b"
"C15834",1,1,2024-08-05,2024-08-11,"6.12.2.b"
"C15834",1,1,2024-08-06,2024-08-12,"6.12.2.b"
"C15834",1,1,2024-08-07,2024-08-13,"6.12.2.b"
"C15834",1,1,2024-08-08,2024-08-14,"6.12.2.b"
"C15834",1,1,2024-08-09,2024-08-15,"6.12.2.b"
"C15834",1,1,2024-08-10,2024-08-16,"6.12.2.b"
"C15834",1,1,2024-08-11,2024-08-17,"6.12.2.b"
"C15834",1,1,2024-08-12,2024-08-18,"6.12.2.b"
"C15834",1,1,2024-08-13,2024-08-19,"6.12.2.b"
"C15834",1,1,2024-08-14,2024-08-20,"6.12.2.b"
"C15834",1,1,2024-08-15,2024-08-21,"6.12.2.b"
"C15834",1,1,2024-08-16,2024-08-22,"6.12.2.b"
"C15834",1,1,2024-08-17,2024-08-23,"6.12.2.b"
"C15834",1,1,2024-08-18,2024-08-24,"6.12.2.b"
"C15834",1,1,2024-08-19,2024-08-25,"6.12.2.b"
"C15834",1,1,2024-08-20,2024-08-26,"6.12.2.b"
"C15834",1,1,2024-08-21,2024-08-27,"6.12.2.b"
"C15834",1,1,2024-08-22,2024-08-28,"6.12.2.b"
"C15834",1,1,2024-08-23,2024-08-29,"6.12.2.b"
"C15834",1,1,2024-08-24,2024-08-30,"6.12.2.b"
"C15834",1,1,2024-08-25,2024-08-31,"6.12.2.b"
"C15834",1,1,2024-08-26,2024-09-01,"6.12.2.b"
"C15834",1,1,2024-08-27,2024-09-02,"6.12.2.b"
"C15834",1,1,2024-08-28,2024-09-03,"6.12.2.b"
"C15834",1,1,2024-08-29,2024-09-04,"6.12.2.b"
"C15834",1,1,2024-08-31,2024-09-06,"6.12.2.b"
"C15834",1,1,2024-09-01,2024-09-07,"6.12.2.b"
"C15834",1,1,2024-09-02,2024-09-08,"6.12.2.b"
"C15834",1,1,2024-09-03,2024-09-09,"6.12.2.b"
"C15834",1,1,2024-09-04,2024-09-10,"6.12.2.b"
"C15834",1,1,2024-09-05,2024-09-11,"6.12.2.b"
"C15834",1,1,2024-09-06,2024-09-12,"6.12.2.b"
"C15834",1,1,2024-09-07,2024-09-13,"6.12.2.b"
"C15834",1,1,2024-09-08,2024-09-14,"6.12.2.b"
"C15834",1,1,2024-09-09,2024-09-15,"6.12.2.b"
"C15834",1,1,2024-09-10,2024-09-16,"6.12.2.b"
"C15834",1,1,2024-09-11,2024-09-17,"6.12.2.b"
"C15834",1,1,2024-09-13,2024-09-19,"6.12.2.b"
"C15834",1,1,2024-09-14,2024-09-20,"6.12.2.b"
"C15834",1,1,2024-09-15,2024-09-21,"6.12.2.b"
"C15834",1,1,2024-09-16,2024-09-22,"6.12.2.b"
"C15834",1,1,2024-09-17,2024-09-23,"6.12.2.b"
"C15834",1,1,2024-09-18,2024-09-24,"6.12.2.b"
"C15834",1,1,2024-09-19,2024-09-25,"6.12.2.b"
"C15834",1,1,2024-09-20,2024-09-26,"6.12.2.b"
"C15834",1,1,2024-09-21,2024-09-27,"6.12.2.b"
"C15834",1,1,2024-09-22,2024-09-28,"6.12.2.b"
"C15834",1,1,2024-09-23,2024-09-29,"6.12.2.b"
"C15834",1,1,2024-09-24,2024-09-30,"6.12.2.b"
"C15834",1,1,2024-09-25,2024-10-01,"6.12.2.b"
"C15834",1,1,2024-09-26,2024-10-02,"6.12.2.b"
"C15834",1,1,2024-09-27,2024-10-03,"6.12.2.b"
"C15834",1,1,2024-09-28,2024-10-04,"6.12.2.b"
"C15834",1,1,2024-09-29,2024-10-05,"6.12.2.b"
"C15834",1,1,2024-09-30,2024-10-06,"6.12.2.b"
"C15834",1,1,2024-10-01,2024-10-07,"6.12.2.b"
"C15834",1,1,2024-10-02,2024-10-08,"6.12.2.b"
"C15834",1,1,2024-10-03,2024-10-09,"6.12.2.b"
"C15834",1,1,2024-10-04,2024-10-10,"6.12.2.b"
"C15834",1,1,2024-10-05,2024-10-11,"6.12.2.b"
"C15834",1,1,2024-10-06,2024-10-12,"6.12.2.b"
"C15834",1,1,2024-10-06,2025-11-20,"6.12.2.a"
"C15834",1,1,2024-10-07,2024-10-13,"6.12.2.b"
"C15834",1,1,2024-10-08,2024-10-14,"6.12.2.b"
"C15846",2,1,2024-12-31,2025-08-20,"6.12.2.a"
"C15846",2,1,2025-08-15,2026-01-22,"6.12.2.a"
"C15888",1,1,2023-10-03,2023-10-09,"6.12.2.b"
"C15888",1,1,2023-10-04,2023-10-10,"6.12.2.b"
"C15888",1,1,2023-10-06,2023-10-12,"6.12.2.b"
"C15888",1,1,2023-10-08,2023-10-14,"6.12.2.b"
"C15888",1,1,2023-10-10,2023-10-16,"6.12.2.b"
"C15888",1,1,2023-10-14,2023-10-20,"6.12.2.b"
"C15888",1,1,2023-10-17,2023-10-23,"6.12.2.b"
"C15888",1,1,2023-10-18,2023-10-24,"6.12.2.b"
"C15888",1,1,2023-11-22,2023-11-30,"6.12.2.a"
"C15888",1,1,2023-11-25,2023-12-03,"6.12.2.a"
"C15888",1,1,2023-11-28,2023-12-05,"6.12.2.a"
"C15888",1,1,2023-12-01,2023-12-09,"6.12.2.a"
"C15888",1,1,2023-12-06,2023-12-20,"6.12.2.a"
"C15888",1,1,2023-12-15,2023-12-23,"6.12.2.a"
"C15888",1,1,2023-12-18,2023-12-26,"6.12.2.a"
"C15888",1,1,2023-12-21,2023-12-29,"6.12.2.a"
"C15888",1,1,2023-12-24,2024-01-08,"6.12.2.a"
"C15888",1,1,2024-01-03,2024-01-15,"6.12.2.a"
"C15888",1,1,2024-01-11,2024-01-19,"6.12.2.a"
"C15888",1,1,2024-01-14,2024-02-04,"6.12.2.a"
"C15888",1,1,2024-09-03,2025-10-20,"6.12.2.a"
"C15888",1,1,2024-10-11,2024-11-04,"6.12.2.a"
"C15888",1,1,2024-11-02,2024-11-21,"6.12.2.a"
"C15888",1,1,2024-11-18,2024-11-26,"6.12.2.a"
"C15888",1,1,2024-11-21,2024-12-01,"6.12.2.a"
"C15888",1,1,2024-11-26,2024-12-08,"6.12.2.a"
"C15888",1,1,2024-12-04,2025-01-12,"6.12.2.a"
"C15888",1,1,2025-01-07,2025-01-20,"6.12.2.a"
"C15888",1,1,2025-01-16,2025-02-01,"6.12.2.a"
"C15888",1,1,2025-01-27,2025-02-18,"6.12.2.a"
"C15960",1,1,2022-09-30,2023-09-14,"6.12.2.a"
"C15960",1,1,2024-02-09,2024-04-07,"6.12.2.a"
"C15960",1,1,2024-05-28,2024-07-10,"6.12.2.a"
"C15960",1,1,2024-05-28,2025-11-07,"6.12.2.a"
"C16053",1,1,2023-09-25,2023-11-25,"6.12.2.a"
"C16053",1,1,2023-12-30,2024-01-05,"6.12.2.b"
"C16053",1,1,2024-01-01,2024-01-07,"6.12.2.b"
"C16053",1,1,2024-01-08,2024-01-14,"6.12.2.b"
"C16053",1,1,2024-01-12,2024-01-18,"6.12.2.b"
"C16053",1,1,2024-01-13,2024-01-19,"6.12.2.b"
"C16053",1,1,2024-01-14,2024-01-20,"6.12.2.b"
"C16053",1,1,2024-01-16,2024-01-22,"6.12.2.b"
"C16053",1,1,2024-01-18,2024-01-24,"6.12.2.b"
"C16053",1,1,2024-01-19,2024-01-25,"6.12.2.b"
"C16053",1,1,2024-01-20,2024-01-26,"6.12.2.b"
"C16053",1,1,2024-01-21,2024-01-27,"6.12.2.b"
"C16053",1,1,2024-01-22,2024-01-28,"6.12.2.b"
"C16053",1,1,2024-01-25,2024-01-31,"6.12.2.b"
"C16053",1,1,2024-01-26,2024-02-01,"6.12.2.b"
"C16053",1,1,2024-01-27,2024-02-02,"6.12.2.b"
"C16053",1,1,2024-01-28,2024-02-03,"6.12.2.b"
"C16053",1,1,2024-01-29,2024-02-04,"6.12.2.b"
"C16053",1,1,2024-01-29,2026-02-10,"6.12.2.a"
"C16053",1,1,2024-01-30,2024-02-05,"6.12.2.b"
"C16053",1,1,2024-01-31,2024-02-06,"6.12.2.b"
"C16053",1,1,2024-02-03,2024-02-09,"6.12.2.b"
"C16053",1,1,2024-02-06,2024-02-12,"6.12.2.b"
"C16053",1,1,2024-02-07,2024-02-13,"6.12.2.b"
"C16053",1,1,2024-02-08,2024-02-14,"6.12.2.b"
"C16053",1,1,2024-02-11,2024-02-17,"6.12.2.b"
"C16053",1,1,2024-02-12,2024-02-18,"6.12.2.b"
"C16053",1,1,2024-02-13,2024-02-19,"6.12.2.b"
"C16053",1,1,2024-02-15,2024-02-21,"6.12.2.b"
"C16053",1,1,2024-02-16,2024-02-22,"6.12.2.b"
"C16053",1,1,2024-02-17,2024-02-23,"6.12.2.b"
"C16173",1,1,2023-12-18,2024-01-19,"6.12.2.a"
"C16173",1,1,2024-01-13,2024-02-09,"6.12.2.a"
"C16173",1,1,2025-08-07,2025-09-08,"6.12.2.a"
"C16173",1,1,2025-09-04,2025-10-29,"6.12.2.a"
"C16188",1,1,2024-06-11,2024-06-17,"6.12.2.b"
"C16188",1,1,2024-06-12,2024-06-18,"6.12.2.b"
"C16188",1,1,2024-07-10,2024-07-16,"6.12.2.b"
"C16188",1,1,2024-07-18,2024-07-24,"6.12.2.b"
"C16188",1,1,2024-07-19,2024-07-25,"6.12.2.b"
"C16188",1,1,2024-07-22,2025-06-08,"6.12.2.a"
"C16188",1,1,2024-08-23,2024-08-29,"6.12.2.b"
"C16188",1,1,2024-08-24,2024-08-30,"6.12.2.b"
"C16188",1,1,2024-08-26,2024-09-01,"6.12.2.b"
"C16188",1,1,2024-08-27,2024-09-02,"6.12.2.b"
"C16188",1,1,2024-08-28,2024-09-03,"6.12.2.b"
"C16188",1,1,2024-08-29,2024-09-04,"6.12.2.b"
"C16188",1,1,2024-08-30,2024-09-05,"6.12.2.b"
"C16188",1,1,2024-08-31,2024-09-06,"6.12.2.b"
"C16188",1,1,2024-09-01,2024-09-07,"6.12.2.b"
"C16188",1,1,2024-09-02,2024-09-08,"6.12.2.b"
"C16188",1,1,2024-09-03,2024-09-09,"6.12.2.b"
"C16188",1,1,2025-06-02,2026-03-31,"6.12.2.a"
"C16230",1,1,2025-06-08,2025-08-12,"6.12.2.a"
"C16230",1,1,2025-08-07,2026-02-21,"6.12.2.a"
"C16230",1,1,2026-04-19,2026-05-08,"6.12.2.a"
"C16230",1,1,2026-05-03,2026-05-27,"6.12.2.a"
"C16230",1,1,2026-06-27,2026-07-27,"6.12.2.a"
"C16428",1,1,2023-04-24,2024-01-11,"6.12.2.a"
"C16428",1,1,2025-02-10,2025-02-16,"6.12.2.b"
"C16428",1,1,2025-02-17,2025-02-23,"6.12.2.b"
"C16428",1,1,2025-02-24,2025-03-02,"6.12.2.b"
"C16428",1,1,2025-02-28,2025-03-06,"6.12.2.b"
"C16428",1,1,2025-02-28,2025-11-17,"6.12.2.a"
"C16428",1,1,2025-03-02,2025-03-08,"6.12.2.b"
"C16428",1,1,2025-03-11,2025-03-17,"6.12.2.b"
"C16428",1,1,2025-03-15,2025-03-21,"6.12.2.b"
"C16428",1,1,2025-03-17,2025-03-23,"6.12.2.b"
"C16545",1,1,2023-04-28,2023-10-25,"6.12.2.a"
"C16545",1,1,2024-07-13,2025-04-09,"6.12.2.a"
"C16545",1,1,2024-07-23,2024-07-29,"6.12.2.b"
"C16545",1,1,2024-07-26,2024-08-01,"6.12.2.b"
"C16545",1,1,2024-07-29,2024-08-04,"6.12.2.b"
"C16545",1,1,2024-07-31,2024-08-06,"6.12.2.b"
"C16545",1,1,2024-08-02,2024-08-08,"6.12.2.b"
"C16545",1,1,2024-08-03,2024-08-09,"6.12.2.b"
"C16545",1,1,2024-08-05,2024-08-11,"6.12.2.b"
"C16545",1,1,2024-08-06,2024-08-12,"6.12.2.b"
"C16545",1,1,2024-08-08,2024-08-14,"6.12.2.b"
"C16545",1,1,2024-08-11,2024-08-17,"6.12.2.b"
"C16545",1,1,2024-08-12,2024-08-18,"6.12.2.b"
"C16545",1,1,2024-08-19,2024-08-25,"6.12.2.b"
"C16545",1,1,2024-08-24,2024-08-30,"6.12.2.b"
"C16545",1,1,2024-08-26,2024-09-01,"6.12.2.b"
"C16545",1,1,2024-08-30,2024-09-05,"6.12.2.b"
"C16545",1,1,2024-09-01,2024-09-07,"6.12.2.b"
"C16545",1,1,2024-09-03,2024-09-09,"6.12.2.b"
"C16545",1,1,2024-09-04,2024-09-10,"6.12.2.b"
"C16545",1,1,2024-09-06,2024-09-12,"6.12.2.b"
"C16545",1,1,2024-09-07,2024-09-13,"6.12.2.b"
"C16545",1,1,2024-09-08,2024-09-14,"6.12.2.b"
"C16545",1,1,2024-09-16,2024-09-22,"6.12.2.b"
"C16545",1,1,2024-09-19,2024-09-25,"6.12.2.b"
"C16545",1,1,2024-09-20,2024-09-26,"6.12.2.b"
"C16545",1,1,2024-09-22,2024-09-28,"6.12.2.b"
"C16545",1,1,2024-09-23,2024-09-29,"6.12.2.b"
"C16545",1,1,2024-09-24,2024-09-30,"6.12.2.b"
"C16545",1,1,2024-09-25,2024-10-01,"6.12.2.b"
"C16545",1,1,2024-09-27,2024-10-03,"6.12.2.b"
"C16545",1,1,2024-09-30,2024-10-06,"6.12.2.b"
"C16545",1,1,2024-10-02,2024-10-08,"6.12.2.b"
"C16545",1,1,2024-10-03,2024-10-09,"6.12.2.b"
"C16545",1,1,2024-10-04,2024-10-10,"6.12.2.b"
"C16545",1,1,2024-10-05,2024-10-11,"6.12.2.b"
"C16545",1,1,2024-10-06,2024-10-12,"6.12.2.b"
"C16545",1,1,2025-04-04,2026-09-30,"6.12.2.a"
"C16749",1,1,2024-01-26,2024-02-15,"6.12.2.a"
"C16749",1,1,2024-04-13,2024-04-20,"6.12.2.a"
"C16749",1,1,2024-04-14,2024-07-12,"6.12.2.a"
"C16749",1,1,2024-05-14,2026-01-20,"6.12.2.a"
"C16749",1,1,2024-07-06,2024-08-01,"6.12.2.a"
"C17211",1,1,2023-11-16,2023-12-20,"6.12.2.a"
"C17211",1,1,2024-10-06,2024-11-05,"6.12.2.a"
"C17211",1,1,2025-01-26,2025-02-15,"6.12.2.a"
"C17211",1,1,2025-06-21,2025-07-20,"6.12.2.a"
"C17211",1,1,2025-07-14,2025-10-25,"6.12.2.a"
"C17211",1,1,2025-11-22,2025-12-31,"6.12.2.a"
"C17211",1,1,2026-01-09,2026-02-14,"6.12.2.a"
"C17211",1,1,2026-03-06,2026-09-30,"6.12.2.a"
"C17316",1,1,2024-04-21,2024-04-27,"6.12.2.b"
"C17316",1,1,2024-04-22,2024-04-28,"6.12.2.b"
"C17316",1,1,2024-04-23,2024-04-29,"6.12.2.b"
"C17316",1,1,2024-04-27,2024-05-03,"6.12.2.b"
"C17316",1,1,2024-05-06,2024-05-12,"6.12.2.b"
"C17316",1,1,2024-05-06,2025-04-03,"6.12.2.a"
"C17316",1,1,2024-05-10,2024-05-16,"6.12.2.b"
"C17316",1,1,2025-03-29,2026-09-30,"6.12.2.a"
"C17358",1,1,2023-06-02,2025-01-16,"6.12.2.a"
"C17358",1,1,2025-01-10,2026-09-30,"6.12.2.a"
"C17364",1,1,2025-01-10,2025-09-03,"6.12.2.a"
"C17364",1,1,2025-02-10,2026-09-30,"6.12.2.a"
"C17460",1,1,2023-08-26,2024-01-02,"6.12.2.a"
"C17460",1,1,2023-10-06,2026-09-30,"6.12.2.a"
"C17544",2,1,2023-12-01,2023-12-07,"6.12.2.b"
"C17544",2,1,2023-12-02,2023-12-08,"6.12.2.b"
"C17544",2,1,2023-12-03,2023-12-09,"6.12.2.b"
"C17544",2,1,2023-12-04,2023-12-10,"6.12.2.b"
"C17544",2,1,2023-12-05,2023-12-11,"6.12.2.b"
"C17544",2,1,2023-12-06,2023-12-12,"6.12.2.b"
"C17544",2,1,2023-12-07,2023-12-13,"6.12.2.b"
"C17544",2,1,2023-12-08,2023-12-14,"6.12.2.b"
"C17544",2,1,2023-12-09,2023-12-15,"6.12.2.b"
"C17544",2,1,2023-12-09,2025-11-10,"6.12.2.a"
"C17544",2,1,2023-12-10,2023-12-16,"6.12.2.b"
"C17544",2,1,2023-12-12,2023-12-18,"6.12.2.b"
"C17544",2,1,2023-12-13,2023-12-19,"6.12.2.b"
"C17544",2,1,2023-12-14,2023-12-20,"6.12.2.b"
"C17544",2,1,2023-12-15,2023-12-21,"6.12.2.b"
"C17544",2,1,2023-12-16,2023-12-22,"6.12.2.b"
"C17544",2,1,2023-12-17,2023-12-23,"6.12.2.b"
"C17544",2,1,2023-12-18,2023-12-24,"6.12.2.b"
"C17544",2,1,2023-12-20,2023-12-26,"6.12.2.b"
"C17544",2,1,2023-12-21,2023-12-27,"6.12.2.b"
"C17544",2,1,2023-12-27,2024-01-02,"6.12.2.b"
"C17544",2,1,2023-12-28,2024-01-03,"6.12.2.b"
"C17544",2,1,2023-12-30,2024-01-05,"6.12.2.b"
"C17544",2,1,2023-12-31,2024-01-06,"6.12.2.b"
"C17544",2,1,2024-01-02,2024-01-08,"6.12.2.b"
"C17544",2,1,2024-01-04,2024-01-10,"6.12.2.b"
"C17544",2,1,2024-01-05,2024-01-11,"6.12.2.b"
"C17544",2,1,2024-01-06,2024-01-12,"6.12.2.b"
"C17544",2,1,2024-01-07,2024-01-13,"6.12.2.b"
"C17544",2,1,2024-01-08,2024-01-14,"6.12.2.b"
"C17544",2,1,2024-01-09,2024-01-15,"6.12.2.b"
"C17544",2,1,2024-01-10,2024-01-16,"6.12.2.b"
"C17544",2,1,2024-01-11,2024-01-17,"6.12.2.b"
"C17544",2,1,2024-01-14,2024-01-20,"6.12.2.b"
"C17544",2,1,2024-01-15,2024-01-21,"6.12.2.b"
"C17544",2,1,2024-01-16,2024-01-22,"6.12.2.b"
"C17544",2,1,2024-01-17,2024-01-23,"6.12.2.b"
"C17544",2,1,2024-01-18,2024-01-24,"6.12.2.b"
"C17544",2,1,2024-01-19,2024-01-25,"6.12.2.b"
"C17553",1,1,2023-05-21,2023-10-10,"6.12.2.a"
"C17553",1,1,2023-09-14,2023-10-11,"6.12.2.a"
"C17553",1,1,2023-10-25,2023-11-01,"6.12.2.a"
"C17553",1,1,2023-10-26,2024-04-18,"6.12.2.a"
"C17553",1,1,2024-10-08,2024-12-06,"6.12.2.a"
"C17553",1,1,2025-01-25,2025-02-06,"6.12.2.a"
"C17553",1,1,2025-01-31,2025-02-06,"6.12.2.b"
"C17553",1,1,2025-02-02,2025-02-08,"6.12.2.b"
"C17553",1,1,2025-02-03,2025-02-09,"6.12.2.b"
"C17553",1,1,2025-02-04,2025-02-10,"6.12.2.b"
"C17553",1,1,2025-02-05,2025-02-11,"6.12.2.b"
"C17553",1,1,2025-02-06,2025-02-12,"6.12.2.b"
"C17553",1,1,2025-02-07,2025-02-13,"6.12.2.b"
"C17553",1,1,2025-02-08,2025-02-14,"6.12.2.b"
"C17553",1,1,2025-02-09,2025-02-15,"6.12.2.b"
"C17553",1,1,2025-02-10,2025-02-16,"6.12.2.b"
"C17553",1,1,2025-02-11,2025-02-17,"6.12.2.b"
"C17553",1,1,2025-02-12,2025-02-18,"6.12.2.b"
"C17553",1,1,2025-02-13,2025-02-19,"6.12.2.b"
"C17553",1,1,2025-02-14,2025-02-20,"6.12.2.b"
"C17553",1,1,2025-02-16,2025-02-22,"6.12.2.b"
"C17553",1,1,2025-02-17,2025-02-23,"6.12.2.b"
"C17553",1,1,2025-02-18,2025-02-24,"6.12.2.b"
"C17553",1,1,2025-02-19,2025-02-25,"6.12.2.b"
"C17553",1,1,2025-02-21,2025-10-30,"6.12.2.a"
"C17553",1,1,2025-02-22,2025-02-28,"6.12.2.b"
"C17553",1,1,2025-02-23,2025-03-01,"6.12.2.b"
"C17553",1,1,2025-02-24,2025-03-02,"6.12.2.b"
"C17553",1,1,2025-02-25,2025-03-03,"6.12.2.b"
"C17553",1,1,2025-02-26,2025-03-04,"6.12.2.b"
"C17553",1,1,2025-02-27,2025-03-05,"6.12.2.b"
"C17553",1,1,2025-02-28,2025-03-06,"6.12.2.b"
"C17553",1,1,2025-03-01,2025-03-07,"6.12.2.b"
"C17553",1,1,2025-03-02,2025-03-08,"6.12.2.b"
"C17553",1,1,2025-03-05,2025-03-11,"6.12.2.b"
"C17553",1,1,2025-03-07,2025-03-13,"6.12.2.b"
"C17553",1,1,2025-03-08,2025-03-14,"6.12.2.b"
"C17553",1,1,2025-03-09,2025-03-15,"6.12.2.b"
"C17553",1,1,2025-03-10,2025-03-16,"6.12.2.b"
"C17553",1,1,2025-03-11,2025-03-17,"6.12.2.b"
"C17553",1,1,2025-03-12,2025-03-18,"6.12.2.b"
"C17553",1,1,2025-03-13,2025-03-19,"6.12.2.b"
"C17553",1,1,2025-03-14,2025-03-20,"6.12.2.b"
"C17553",1,1,2025-03-15,2025-03-21,"6.12.2.b"
"C17553",1,1,2025-03-16,2025-03-22,"6.12.2.b"
"C17553",1,1,2025-03-17,2025-03-23,"6.12.2.b"
"C17553",1,1,2025-10-29,2025-11-04,"6.12.2.b"
"C17592",1,1,2024-04-02,2024-04-08,"6.12.2.b"
"C17592",1,1,2024-04-03,2024-04-09,"6.12.2.b"
"C17592",1,1,2024-04-04,2024-04-10,"6.12.2.b"
"C17592",1,1,2024-04-05,2024-04-11,"6.12.2.b"
"C17592",1,1,2024-04-06,2024-04-12,"6.12.2.b"
"C17592",1,1,2024-04-08,2024-04-14,"6.12.2.b"
"C17592",1,1,2024-04-09,2024-04-15,"6.12.2.b"
"C17592",1,1,2024-04-10,2024-04-16,"6.12.2.b"
"C17592",1,1,2024-04-11,2024-04-17,"6.12.2.b"
"C17592",1,1,2024-04-13,2024-04-19,"6.12.2.b"
"C17592",1,1,2024-04-14,2024-04-20,"6.12.2.b"
"C17592",1,1,2024-04-18,2024-04-24,"6.12.2.b"
"C17592",1,1,2024-04-19,2024-04-25,"6.12.2.b"
"C17592",1,1,2024-04-24,2024-04-30,"6.12.2.b"
"C17592",1,1,2024-04-26,2024-05-02,"6.12.2.b"
"C17592",1,1,2024-04-27,2024-05-03,"6.12.2.b"
"C17592",1,1,2024-04-28,2024-05-04,"6.12.2.b"
"C17592",1,1,2024-04-30,2024-05-06,"6.12.2.b"
"C17592",1,1,2024-05-01,2024-05-07,"6.12.2.b"
"C17592",1,1,2024-05-03,2024-05-09,"6.12.2.b"
"C17592",1,1,2024-05-04,2024-05-10,"6.12.2.b"
"C17592",1,1,2024-05-05,2024-05-11,"6.12.2.b"
"C17592",1,1,2024-05-06,2024-05-12,"6.12.2.b"
"C17592",1,1,2024-05-07,2024-05-13,"6.12.2.b"
"C17592",1,1,2024-05-09,2024-05-15,"6.12.2.b"
"C17592",1,1,2024-05-11,2024-05-17,"6.12.2.b"
"C17592",1,1,2024-05-12,2024-05-18,"6.12.2.b"
"C17592",1,1,2024-05-12,2025-04-03,"6.12.2.a"
"C17592",1,1,2024-05-14,2024-05-20,"6.12.2.b"
"C17592",1,1,2024-05-15,2024-05-21,"6.12.2.b"
"C17592",1,1,2024-05-16,2024-05-22,"6.12.2.b"
"C17592",1,1,2024-05-17,2024-05-23,"6.12.2.b"
"C17592",1,1,2024-05-18,2024-05-24,"6.12.2.b"
"C17592",1,1,2024-05-19,2024-05-25,"6.12.2.b"
"C17592",1,1,2024-05-20,2024-05-26,"6.12.2.b"
"C17592",1,1,2024-05-21,2024-05-27,"6.12.2.b"
"C17592",1,1,2024-05-22,2024-05-28,"6.12.2.b"
"C17592",1,1,2024-05-23,2024-05-29,"6.12.2.b"
"C17592",1,1,2024-05-24,2024-05-30,"6.12.2.b"
"C17592",1,1,2024-05-27,2024-06-02,"6.12.2.b"
"C17592",1,1,2024-05-28,2024-06-03,"6.12.2.b"
"C17592",1,1,2024-05-29,2024-06-04,"6.12.2.b"
"C17592",1,1,2024-05-31,2024-06-06,"6.12.2.b"
"C17592",1,1,2024-06-01,2024-06-07,"6.12.2.b"
"C17592",1,1,2024-06-02,2024-06-08,"6.12.2.b"
"C17592",1,1,2024-06-04,2024-06-10,"6.12.2.b"
"C17592",1,1,2024-06-05,2024-06-11,"6.12.2.b"
"C17592",1,1,2025-03-29,2026-09-30,"6.12.2.a"
"C17658",1,1,2023-09-30,2026-09-30,"6.12.2.a"
"C17658",1,1,2023-10-05,2023-10-25,"6.12.2.a"
"C17847",1,1,2025-01-10,2025-01-24,"6.12.2.a"
"C17847",1,1,2025-01-19,2025-07-21,"6.12.2.a"
"C17847",1,1,2025-04-27,2026-04-19,"6.12.2.a"
"C17976",1,1,2022-12-23,2024-12-27,"6.12.2.a"
"C17976",1,1,2024-01-23,2024-01-29,"6.12.2.b"
"C17976",1,1,2024-01-24,2024-01-30,"6.12.2.b"
"C17976",1,1,2024-01-25,2024-01-31,"6.12.2.b"
"C17976",1,1,2024-01-26,2024-02-01,"6.12.2.b"
"C17976",1,1,2024-01-27,2024-02-02,"6.12.2.b"
"C17976",1,1,2024-01-28,2024-02-03,"6.12.2.b"
"C17976",1,1,2024-01-31,2024-02-06,"6.12.2.b"
"C17976",1,1,2024-02-01,2024-02-07,"6.12.2.b"
"C17976",1,1,2024-02-02,2024-02-08,"6.12.2.b"
"C17976",1,1,2024-02-03,2024-02-09,"6.12.2.b"
"C17976",1,1,2024-02-06,2024-02-12,"6.12.2.b"
"C17976",1,1,2024-02-07,2024-02-13,"6.12.2.b"
"C17976",1,1,2024-02-08,2024-02-14,"6.12.2.b"
