HoHID,HHType,FirstEntry,LastInactive,Stat,StatEnrollmentID,ReturnTime,HHChronic,HHVet,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdult,HHChild,HHNoDOB,HHAdultAge,HHParent,ESTStatus,ESTGeography,ESTLivingSit,ESTDestination,ESTChronic,ESTVet,ESTDisability,ESTFleeingDV,ESTAC3Plus,ESTAdultAge,ESTParent,RRHStatus,RRHMoveIn,RRHGeography,RRHLivingSit,RRHDestination,RRHPreMoveInDays,RRHChronic,RRHVet,RRHDisability,RRHFleeingDV,RRHAC3Plus,RRHAdultAge,RRHParent,PSHStatus,PSHMoveIn,PSHGeography,PSHLivingSit,PSHDestination,PSHHousedDays,PSHChronic,PSHVet,PSHDisability,PSHFleeingDV,PSHAC3Plus,PSHAdultAge,PSHParent,ESDays,THDays,ESTDays,RRHPSHPreMoveInDays,RRHHousedDays,SystemDaysNotPSHHoused,SystemHomelessDays,Other3917Days,TotalHomelessDays,SystemPath,ESTAIR,RRHAIR,PSHAIR,RRHSOStatus,RRHSOMoveIn,ReportID,Step
"C15600",1,2025-12-07,2025-12-06,1,,-1,0,0,0,0,3,1,0,0,25,0,22,1,116,410,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,80,0,80,0,0,80,80,0,80,1,1,0,0,0,-1,607271242,"6.18"
"C15603",1,2026-01-01,2025-12-31,3,"NXS11319440",225,1,0,1,1,5,1,0,0,25,0,22,1,116,116,1,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,91,0,91,0,0,91,91,31,122,1,1,0,0,0,-1,607271242,"6.18"
"C15606",1,2026-01-04,2026-01-03,1,,-1,0,0,1,0,56,1,0,0,55,0,22,1,314,98,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,17,0,17,0,0,17,17,0,17,1,1,0,0,0,-1,607271242,"6.18"
"C15609",1,2026-03-12,2026-03-11,1,,-1,0,0,1,0,3,1,0,0,55,0,22,1,314,98,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,37,0,37,0,0,37,37,0,37,1,1,0,0,0,-1,607271242,"6.18"
"C15612",1,2025-12-26,2025-12-25,4,"NXS14717652",338,4,0,0,0,37,1,0,0,55,0,22,1,101,423,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,62,0,62,0,0,62,62,0,62,1,1,0,0,0,-1,607271242,"6.18"
"C15621",2,2025-05-23,2025-05-22,5,,-1,0,0,0,1,5,1,2,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,101,410,17,0,0,0,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,17,115,132,17,169,186,4,0,1,0,0,-1,607271242,"6.18"
"C15645",1,2026-03-29,2026-03-28,1,,-1,0,0,1,0,46,1,0,0,25,0,22,1,336,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,88,0,88,0,0,88,88,1171,1259,1,1,0,0,0,-1,607271242,"6.18"
"C15666",1,2026-07-27,2026-07-26,1,,-1,1,0,1,0,5,1,0,0,25,0,21,1,101,-1,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,66,0,66,0,0,66,66,1408,1474,1,1,0,0,0,-1,607271242,"6.18"
"C15669",2,2026-05-14,2026-05-13,2,"RRH14916533",364,1,0,1,0,5,2,1,0,25,1,22,1,99,99,1,0,1,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,23,0,23,0,0,23,23,697,720,1,1,0,0,0,-1,607271242,"6.18"
"C15675",1,2026-05-29,2026-05-28,1,,-1,0,1,1,0,57,1,0,0,25,0,21,1,116,-1,0,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,125,125,0,0,125,125,55,180,2,1,0,0,0,-1,607271242,"6.18"
"C15678",1,2024-07-08,2024-07-07,5,"RRH14913908",-1,2,1,1,2,5,1,0,0,55,0,2,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,12,2,1,431,312,367,0,1,1,2,0,55,0,0,21,21,139,0,160,160,0,160,-1,0,0,1,0,-1,607271242,"6.18"
"C15684",1,2026-07-04,2026-07-03,1,,-1,1,0,1,1,5,1,0,0,25,0,22,1,116,423,1,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,25,0,25,0,0,25,25,47,72,1,1,0,0,0,-1,607271242,"6.18"
"C15696",1,2026-05-30,2026-05-29,1,,-1,0,0,1,1,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,1,3,410,-1,1,0,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,1,123,124,1,0,1,4,0,1,0,0,-1,607271242,"6.18"
"C15717",1,2025-10-11,2025-10-10,3,"NXS11319760",88,1,0,1,2,5,1,0,0,55,0,22,1,116,99,1,0,1,2,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,24,0,24,0,0,24,24,251,275,1,1,0,0,0,-1,607271242,"6.18"
"C15720",1,2021-07-01,2021-06-30,5,,-1,0,1,1,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,1,101,-1,1918,0,1,1,0,0,55,0,0,0,0,0,0,0,0,55,55,-1,0,0,1,0,-1,607271242,"6.18"
"C15726",1,2026-07-05,2026-07-04,3,"NXS11319336",421,1,0,1,1,123,1,0,0,25,0,21,1,336,-1,1,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,88,0,88,0,0,88,88,2,90,1,1,0,0,0,-1,607271242,"6.18"
"C15729",1,2026-03-10,2026-03-09,1,,-1,9,0,1,1,124,1,0,0,25,0,22,1,101,99,0,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,13,0,13,0,0,13,13,2,15,1,1,0,0,0,-1,607271242,"6.18"
"C15729",2,2025-10-05,2025-10-04,1,,-1,9,0,1,1,124,1,2,0,25,1,22,1,116,410,0,0,1,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,23,0,23,0,0,23,23,25,48,1,1,0,0,0,-1,607271242,"6.18"
"C15732",1,2025-06-26,2025-06-25,5,,-1,0,0,1,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,410,433,8,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,8,96,104,8,0,8,4,0,1,0,0,-1,607271242,"6.18"
"C15741",1,2026-06-12,2026-06-11,1,,-1,0,0,1,0,5,1,0,0,55,0,21,1,335,-1,0,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,111,0,111,0,0,111,111,4,115,1,1,0,0,0,-1,607271242,"6.18"
"C15744",1,2026-06-12,2026-06-11,1,,-1,0,0,1,0,125,1,0,0,25,0,21,1,335,-1,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,111,0,111,0,0,111,111,4,115,1,1,0,0,0,-1,607271242,"6.18"
"C15747",1,2026-04-08,2026-04-07,1,,-1,0,0,0,0,3,1,0,0,55,0,22,1,118,312,0,0,0,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,36,0,36,0,0,36,36,5,41,1,1,0,0,0,-1,607271242,"6.18"
"C15750",1,2025-09-15,2025-09-14,5,,-1,0,0,1,1,1,1,0,0,25,0,12,1,101,420,0,0,1,1,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,52,0,52,0,0,52,52,2,54,1,1,0,0,0,-1,607271242,"6.18"
"C15753",1,2026-06-13,2026-06-12,1,,-1,1,0,1,0,126,1,0,0,25,0,22,1,116,99,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,1,0,1,0,0,1,1,1286,1287,1,1,0,0,0,-1,607271242,"6.18"
"C15756",1,2025-07-20,2025-07-19,5,,-1,0,0,1,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,12,0,3,336,99,272,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,271,0,271,271,0,271,4,0,0,0,0,-1,607271242,"6.18"
"C15759",1,2022-02-11,2022-02-10,5,,-1,0,1,1,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,1,101,-1,1605,0,1,1,0,0,55,0,0,0,0,88,0,88,88,282,370,-1,0,0,1,0,-1,607271242,"6.18"
"C15762",1,2025-06-01,2025-05-31,5,,-1,0,0,1,2,5,2,0,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,116,410,33,0,0,1,2,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,33,198,231,33,59,92,4,0,1,0,0,-1,607271242,"6.18"
"C15771",1,2025-09-05,2025-09-04,5,"NXS10920808",-1,1,0,1,0,5,1,0,0,25,0,12,3,336,431,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,74,0,74,0,0,74,74,40,114,1,1,0,0,22,0,607271242,"6.18"
"C15774",1,2025-08-21,2025-08-20,5,,-1,0,0,0,0,3,1,0,0,25,0,21,1,116,-1,0,0,0,0,0,25,0,12,2,1,116,410,1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,1,123,184,61,51,112,5,1,1,0,0,-1,607271242,"6.18"
"C15780",99,2025-12-30,2025-12-29,1,,-1,4,0,0,2,5,0,0,1,-1,0,22,1,101,313,0,0,0,2,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,185,0,185,0,0,185,185,757,942,1,1,0,0,0,-1,607271242,"6.18"
"C15783",1,2025-10-01,2025-09-30,1,,-1,0,0,1,2,5,1,0,0,55,0,22,1,99,99,0,0,1,2,0,55,0,22,1,1,101,410,6,0,0,1,2,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,4,0,4,6,235,245,10,71,81,5,1,1,0,0,-1,607271242,"6.18"
"C15786",1,2025-10-09,2025-10-08,3,"NXS11319049",176,1,0,1,0,3,1,0,0,25,0,22,1,336,423,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,79,0,79,0,0,79,79,3,82,1,1,0,0,0,-1,607271242,"6.18"
"C15792",1,2025-11-13,2025-11-12,1,,-1,0,0,1,0,135,1,0,0,25,0,22,1,206,314,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,22,0,22,0,0,22,22,0,22,1,1,0,0,0,-1,607271242,"6.18"
"C15801",1,2026-02-13,2026-02-12,1,,-1,1,0,1,0,136,1,0,0,55,0,22,1,207,440,1,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,130,0,130,0,0,130,130,12,142,1,1,0,0,0,-1,607271242,"6.18"
"C15804",1,2026-01-27,2026-01-26,3,"NXS11318273",347,4,0,0,0,3,1,0,0,24,0,22,1,336,423,0,0,0,0,0,24,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,18,0,18,0,0,18,18,0,18,1,1,0,0,0,-1,607271242,"6.18"
"C15810",1,2025-12-13,2025-12-12,2,"NXS11315752",381,2,0,1,0,5,1,0,0,25,0,22,1,336,206,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,29,0,29,0,0,29,29,3,32,1,1,0,0,0,-1,607271242,"6.18"
"C15813",2,2025-11-14,2025-11-13,1,,-1,9,0,1,0,5,2,3,0,25,1,22,1,434,434,0,0,1,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,104,0,104,0,0,104,104,0,104,1,1,0,0,0,-1,607271242,"6.18"
"C15816",1,2025-11-24,2025-11-23,1,,-1,9,0,1,0,137,1,0,0,25,0,22,1,116,423,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,19,0,19,0,0,19,19,0,19,1,1,0,0,0,-1,607271242,"6.18"
"C15834",1,2024-10-06,2024-07-13,5,"RRH13210322",-1,9,0,1,0,145,1,0,0,18,0,2,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,101,410,2,0,0,1,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,84,0,84,0,402,486,84,49,133,5,0,1,0,0,-1,607271242,"6.18"
"C15843",1,2025-11-17,2025-11-16,1,,-1,0,0,0,0,5,1,0,0,25,0,22,1,336,313,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,53,0,53,0,0,53,53,15,68,1,1,0,0,0,-1,607271242,"6.18"
"C15846",2,2025-08-15,2024-12-30,5,"RRH12117965",-1,0,0,1,2,1,3,3,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,431,410,1,0,0,1,2,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,90,153,243,90,26,116,4,0,1,0,0,-1,607271242,"6.18"
"C15873",1,2025-10-11,2025-10-10,5,"RRH12220581",-1,1,1,1,0,56,1,0,0,55,0,21,1,101,-1,1,1,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,67,0,67,0,0,67,67,7245,7312,1,1,0,0,0,-1,607271242,"6.18"
"C15879",1,2025-08-28,2025-08-27,5,"NXS12717819",-1,1,0,1,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,116,433,10,1,0,1,0,0,25,0,21,1,2,116,-1,151,1,0,1,0,0,25,0,0,0,0,11,236,247,11,314,325,11,0,1,1,0,-1,607271242,"6.18"
"C15882",1,2025-11-15,2025-11-14,2,"RRH14010520",321,1,0,1,2,157,1,0,0,25,0,22,1,116,410,1,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,56,0,56,0,0,56,56,243,299,1,1,0,0,0,-1,607271242,"6.18"
"C15885",1,2026-04-12,2026-04-11,1,,-1,1,0,1,2,5,1,0,0,25,0,22,1,116,312,1,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,37,0,37,0,0,37,37,139,176,1,1,0,0,0,-1,607271242,"6.18"
"C15888",1,2024-09-03,2024-09-02,5,"NXS12714311",-1,1,0,1,0,15,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,12,1,1,116,423,394,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,109,0,109,285,12,406,394,727,1121,5,0,1,0,0,-1,607271242,"6.18"
"C15891",1,2025-12-06,2025-12-05,1,,-1,1,0,1,0,5,1,0,0,25,0,22,1,336,422,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,33,0,33,0,0,33,33,0,33,1,1,0,0,0,-1,607271242,"6.18"
"C15897",1,2025-11-17,2025-11-16,3,"NXS11315803",491,1,0,1,0,5,1,0,0,25,0,22,1,207,313,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,46,0,46,0,0,46,46,0,46,1,1,0,0,0,-1,607271242,"6.18"
"C15900",2,2025-10-09,2025-10-08,1,,-1,1,0,1,1,5,1,3,0,25,1,22,1,101,99,1,0,1,1,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,45,0,45,0,0,45,45,896,941,1,1,0,0,0,-1,607271242,"6.18"
"C15909",2,2026-01-16,2026-01-15,1,,-1,0,0,1,2,235,1,2,0,25,1,22,1,410,433,0,0,1,2,0,25,1,22,0,1,101,420,83,0,0,1,2,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,105,0,105,50,0,155,155,0,155,5,1,0,0,0,-1,607271242,"6.18"
"C15918",1,2025-09-25,2025-09-24,5,,-1,4,0,0,0,5,1,0,0,25,0,12,3,116,431,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,65,0,65,0,0,65,65,837,902,1,1,0,0,22,1,607271242,"6.18"
"C15921",2,2021-05-05,2021-05-04,5,,-1,0,1,0,0,5,1,3,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,1,419,-1,1939,0,1,0,0,1,25,1,0,0,0,36,0,36,36,0,36,-1,0,0,1,0,-1,607271242,"6.18"
"C15933",1,2025-09-12,2025-09-11,5,,-1,0,1,1,0,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,12,2,2,101,410,11,0,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,11,182,193,11,40,51,4,0,1,0,0,-1,607271242,"6.18"
"C15936",1,2026-01-04,2026-01-03,2,"RRH15617745",291,4,0,0,0,3,1,0,0,25,0,22,1,410,99,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,38,0,38,0,0,38,38,0,38,1,1,0,0,0,-1,607271242,"6.18"
"C15939",1,2024-09-07,2024-09-06,5,,-1,1,0,1,0,36,1,0,0,25,0,12,1,101,440,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,433,0,433,0,0,433,433,650,1083,1,1,0,0,0,-1,607271242,"6.18"
"C15942",1,2021-07-11,2021-07-10,5,,-1,0,1,1,2,1,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,1,101,-1,1908,0,1,1,2,0,25,0,0,0,0,0,0,0,0,242,242,-1,0,0,1,0,-1,607271242,"6.18"
"C15954",1,2025-10-30,2025-10-29,1,,-1,0,0,1,1,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,27,27,12,0,0,0,22,1,607271242,"6.18"
"C15957",1,2021-07-09,2021-07-08,5,,-1,9,1,1,0,246,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,1,101,-1,1910,0,1,1,0,0,25,0,0,0,0,0,0,0,0,95,95,-1,0,0,1,0,-1,607271242,"6.18"
"C15960",1,2024-05-28,2024-05-27,5,"NXS11414732",-1,0,0,1,2,3,1,0,0,55,0,2,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,116,410,25,0,0,1,2,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,25,0,25,0,497,522,25,2,27,5,0,1,0,0,-1,607271242,"6.18"
"C15966",1,2026-04-18,2026-04-17,3,"NXS11320038",291,1,0,1,0,3,1,0,0,55,0,22,1,410,423,1,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,18,0,18,0,0,18,18,0,18,1,1,0,0,0,-1,607271242,"6.18"
"C15993",1,2025-11-06,2025-11-05,1,,-1,0,0,0,2,3,1,0,0,25,0,22,1,410,423,0,0,0,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,32,0,32,0,0,32,32,0,32,1,1,0,0,0,-1,607271242,"6.18"
"C16008",1,2025-11-16,2025-11-15,2,"RRH13219350",135,1,0,1,0,5,1,0,0,55,0,22,1,116,312,1,0,1,0,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,18,0,18,0,0,18,18,1506,1524,1,1,0,0,0,-1,607271242,"6.18"
"C16023",1,2026-01-04,2026-01-03,1,,-1,1,0,1,0,346,1,0,0,25,0,22,1,101,99,1,0,1,0,0,25,0,21,1,2,116,-1,40,1,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,18,0,18,40,194,252,58,202,260,5,1,1,0,0,-1,607271242,"6.18"
"C16026",1,2026-06-07,2026-06-06,1,,-1,0,0,0,2,3,1,0,0,55,0,22,1,336,329,0,0,0,2,0,55,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,47,0,47,0,0,47,47,6,53,1,1,0,0,0,-1,607271242,"6.18"
"C16032",1,2025-08-10,2025-08-09,5,,-1,0,0,1,0,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,11,2,1,116,-1,22,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,22,395,417,22,37,59,4,0,1,0,0,-1,607271242,"6.18"
"C16050",1,2025-09-20,2025-09-19,5,,-1,0,1,1,0,356,1,0,0,25,0,12,1,204,99,0,1,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,28,0,28,0,0,28,28,10,38,1,1,0,0,0,-1,607271242,"6.18"
"C16053",1,2024-01-29,2023-12-29,5,"NBN10514171",-1,0,0,1,0,5,1,0,0,25,0,2,-1,-1,-1,0,0,0,0,0,-1,0,12,2,1,101,433,20,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,29,0,29,7,717,753,36,224,260,5,0,1,0,0,-1,607271242,"6.18"
"C16056",1,2026-07-29,2026-07-28,1,,-1,0,0,0,0,3,1,0,0,25,0,21,1,116,-1,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,5,0,5,0,0,5,5,125,130,1,1,0,0,0,-1,607271242,"6.18"
"C16062",2,2026-06-22,2026-06-21,1,,-1,0,0,1,0,36,2,2,0,25,1,21,1,118,-1,0,0,1,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,101,0,101,0,0,101,101,18,119,1,1,0,0,0,-1,607271242,"6.18"
"C16077",2,2026-05-26,2026-05-25,1,,-1,0,0,0,1,5,2,2,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,1,1,116,-1,41,0,0,0,1,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,41,87,128,41,173,214,4,0,1,0,0,-1,607271242,"6.18"
"C16089",1,2026-01-18,2026-01-17,1,,-1,0,0,1,0,5,1,0,0,25,0,22,1,116,410,0,0,1,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,40,0,40,0,0,40,40,15,55,1,1,0,0,0,-1,607271242,"6.18"
"C16116",1,2022-04-25,2022-04-24,5,,-1,9,1,1,0,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,0,1,101,-1,0,0,1,1,0,0,55,0,0,0,0,1620,0,1620,1620,326,1946,8,0,0,0,0,-1,607271242,"6.18"
"C16128",1,2025-12-25,2025-12-24,4,"NXS10618793",275,0,0,1,2,5,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,21,1,1,101,-1,22,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,22,258,280,22,88,110,4,0,1,0,0,-1,607271242,"6.18"
"C16137",1,2025-02-04,2025-02-03,5,"TRN11814929",-1,9,1,1,2,5,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,11,2,2,101,-1,603,0,1,1,2,0,55,0,0,0,0,1,0,1,1,329,330,-1,0,0,1,0,-1,607271242,"6.18"
"C16140",1,2025-07-03,2025-07-02,5,,-1,0,0,1,2,3,1,0,0,25,0,0,-1,-1,-1,0,0,0,0,0,-1,0,12,1,1,116,433,150,0,0,1,2,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,150,52,202,150,35,185,4,0,1,0,0,-1,607271242,"6.18"
"C16143",1,2025-09-21,2025-09-20,5,"NXS11320237",-1,0,0,0,0,3,1,0,0,25,0,12,1,116,423,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,26,0,26,0,0,26,26,91,117,1,1,0,0,0,-1,607271242,"6.18"
"C16155",1,2021-10-01,2021-09-30,5,,-1,0,1,1,0,3,1,0,0,55,0,0,-1,-1,-1,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,12,2,1,302,433,1569,0,1,1,0,0,55,0,0,0,0,58,0,58,58,0,58,-1,0,0,1,0,-1,607271242,"6.18"
